Gene,Bcon1019-0.0_TPS-bc3,Bcon1019-0.2_TPS-bc3,Bcon1029-0.2_Geranylgeranyl pyrophosphate synthase family protein,Bcon1055-2.10_TPS-bc3,Bcon1055-3.1_TPS-bc3,Bcon1055-3.14_TPS-bc3,Bcon1055-3.3_TPS-bc3,Bcon1055-5.2_TPS-bc3,Bcon1065-0.18_1-deoxy-D-xylulose 5-phosphate reductoisomerase,Bcon109-3.8_3-hydroxy-3-methylglutaryl coenzyme A reductase,Bcon1134-0.11_1-deoxy-D-xylulose 5-phosphate reductoisomerase,Bcon1142-0.71_Geranylgeranyl pyrophosphate synthase family protein,Bcon1143-0.27_3-hydroxy-3-methylglutaryl coenzyme A reductase,Bcon1143-0.29_3-hydroxy-3-methylglutaryl coenzyme A reductase,Bcon1159-0.0_TPS-bc3,Bcon1159-0.0_TPS-bc3,Bcon1166-0.16_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon1176-4.39_TPS-bc1,Bcon1178-0.18_1-deoxy-D-xylulose 5-phosphate reductoisomerase,Bcon1178-0.19_1-deoxy-D-xylulose 5-phosphate reductoisomerase,Bcon1195-2.10_1-deoxy-D-xylulose-5-phosphate synthase,Bcon120-2.10_TPS-c,Bcon121-2.8_Geranylgeranyl pyrophosphate synthase,Bcon1261-4.10_Geranylgeranyl diphosphate synthase,Bcon1294-0.40_4-diphosphocytidyl-2-C-methyl-D-erythritol ki0se,Bcon1308-3.8_Geranylgeranyl diphosphate synthase,Bcon1562-0.19_TPS-g,Bcon1562-0.20_TPS-g,Bcon1571-9.28_1-deoxy-D-xylulose 5-phosphate synthase,Bcon1629-3.8_TPS-bc1,Bcon1630-4.18_Mevalo0te ki0se,Bcon1668-3.7_TPS-bc3,Bcon1719-0.2_TPS-bc3,Bcon1719-0.3_TPS-bc3,Bcon1719-0.8_TPS-bc3,Bcon1719-1.11_TPS-bc3,Bcon1719-2.72_Geranylgeranyl pyrophosphate synthase,Bcon1762-5.7_3-ketoacyl-CoA thiolase,Bcon1769-0.23_TPS-bc3,Bcon1769-0.24_TPS-bc3,Bcon1769-0.27_TPS-bc3,Bcon1769-0.8_TPS-bc3,Bcon1824-1.16_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon1824-1.17_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon1968-1.40_3-hydroxy-3-methylglutaryl coenzyme A reductase,Bcon2045-0.18_Hydroxymethylglutaryl-CoA synthase,Bcon2052-0.0_TPS-bc3,Bcon218-4.12_3-hydroxy-3-methylglutaryl coenzyme A reductase,Bcon2299-1.0_TPS-c,Bcon242-1.59_TPS-bc2,Bcon2548-0.0_TPS-bc1,Bcon2786-0.10_TPS-bc2,Bcon2786-0.11_TPS-bc2,Bcon2786-0.9_TPS-bc2,Bcon281-6.30_Thiolase family protein,Bcon283-1.14_4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Bcon2846-0.8_3-ketoacyl-CoA thiolase,Bcon2861-0.4_TPS-bc3,Bcon2861-0.7_TPS-bc3,Bcon2935-0.13_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon2935-0.17_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon346-2.2_1-deoxy-D-xylulose 5-phosphate synthase 1,Bcon3493-0.7_Farnesyl diphosphate synthase,Bcon3625-1.34_TPS-bc1,Bcon380-0.2_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon3916-0.3_isopentenyl diphosphate isomerase,Bcon486-1.23_3-hydroxy-3-methylglutaryl coenzyme A reductase,Bcon639-0.10_TPS-bc3,Bcon639-0.11_TPS-bc3,Bcon639-0.14_TPS-bc3,Bcon639-0.15_TPS-bc3,Bcon639-0.54_TPS-bc3,Bcon64-0.14_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon64-0.15_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon64-0.18_isopentenyl diphosphate isomerase,Bcon655-0.2_TPS-bc3,Bcon743-1.3_Thiolase family protein,Bcon769-1.14_TPS-bc3,Bcon769-1.15_TPS-bc3,Bcon769-1.16_TPS-bc3,Bcon769-1.17_TPS-bc3,Bcon769-1.19_Geranylgeranyl pyrophosphate synthase,Bcon769-1.20_TPS-bc3,Bcon769-1.23_TPS-bc3,Bcon840-0.39_Diphosphomevalo0te decarboxylase,Bcon841-3.0_3-hydroxy-3-methylglutaryl coenzyme A reductase,Bcon878-1.30_Farnesyl diphosphate synthase,Bcon891-1.0_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon891-1.10_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon891-2.17_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon891-2.47_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Bcon960-0.0_isopentenyl diphosphate isomerase,Bcon983-0.7_TPS-bc2,Bcon983-1.18_TPS-bc2,Bcon983-1.31_TPS-bc2,Bcon983-1.38_TPS-bc2,Bcon983-1.6_TPS-bc2,Bcon983-1.7_TPS-bc2,Bcon995-0.5_TPS-bc3,Bcon995-0.6_TPS-bc3,Bcon995-0.7_TPS-bc3,Bcon1049-2.11_Geranyl diphosphate synthase
Female.flower.B.plebeja.rep3,0,1.820526,8.305719,0.094348,0,0,0,0,0,280.870136,0,0,11.568694,19.41418,1.215555,1.215555,0,3.326099,0,51.795039,3.703431,0,0,0,13.808942,0,0,0,99.340799,0,48.207567,0,0,0,0,0.094348,0,0,3.699352,0.6506,0,0,0,0,0,65.262627,0,7.415792,5.19119,0,0,112.429419,10.132208,34.660867,0,65.917596,140.520688,0,0.169846,27.829983,9.43668,8.44338,0,63.324442,0.11904,0,15.365055,0.220063,0,0,0,0,0.829897,4.798542,4.009959,0.570259,49.325157,1.144628,0.726632,0,1.305625,0,0.511554,4.388307,83.437514,0,0,0,0,0,0,0,0,0.302575,0,0,0,0.445454,0,0,0.34338,0
Leaf.B.plebeja.rep1,0,1.147295,7.07719,0.071311,0,0,0,0.404998,0,76.283744,0,0,4.493085,0.661732,0,0,0,1.653869,0,64.431075,0.194318,0,0,0,17.323232,0,0,0,150.978989,0,15.186905,0,0,0,0,0.071311,0,0,0,0.175793,0,0,0,0,0,29.354151,0,6.425777,0.205957,1.480656,0,15.806236,3.318835,6.011364,0,122.814192,47.547243,0,0,11.282113,4.249988,7.909761,8.148005,20.925275,0.580875,0,1.477029,0,0,0,0,0,0,0,0,0.709193,29.699782,0,0,0.198037,0.265544,0,0.252972,10.224425,6.434564,0,1.678358,1.03705,0,0,0,0,0,0.246135,0,0,0,2.017009,0,0.313115,0.143388,0
Leaf.B.plebeja.rep2,0.779077,0.299042,6.383865,0,0,0.448013,0,1.374018,0,100.35017,0,0,2.258456,0.148741,0,0,0,1.690533,0,73.755,0.218226,0,0,0,19.131729,0,0,0,188.336592,0,14.698552,0,0,0,0,0.160335,0,0,0,0,0,0,0,0,0,47.909247,0,9.204776,0.115663,1.651537,0,17.454348,4.78279,8.618354,0,114.089161,71.44967,0,0.155328,8.847897,6.010012,9.613056,0,23.075576,0.108723,0,1.787012,0,0,0,0,0,0,0,0,0.912965,30.388091,0.18345,0.333918,0.222911,0.447422,0,0.427072,15.823059,4.190446,0,1.91611,0,0,0,0,0,0,0.138005,0,0,0.288179,1.82605,0.350002,0,0,0
Leaf.B.plebeja.rep3,0,0.479315,5.039927,0,0,0.598202,0,0.815189,0,119.670851,0,0,4.731698,1.58797,0,0,0,5.869243,0,69.032241,0.485702,0,0,0,18.817385,0,0,0,162.296968,0,17.747258,0,0,0,0,0,0,0,0,0,0.460792,0,0,0,0,42.30852,0,5.462488,0,3.486338,0,41.673854,14.771459,14.070009,0,149.308275,58.222465,0,0,11.346232,4.801537,9.465557,2.784642,23.351199,1.548689,0,1.595316,0.401829,0,0,0,0,0,0,0.233859,0.649908,45.904643,0,0.594979,0.23043,0.380495,0,0,9.423411,7.969269,0,0.852225,0.523123,0,0,0,0,0,0.123112,0,0,0.622349,9.247095,0.636136,0,0.4077,0
Male.flower.B.plebeja.rep1,0.94075,16.036147,10.48257,0.335068,0,0.37387,0,7.976503,0,118.471784,0,0,12.687443,45.110052,7.338905,7.338905,0,2.966931,0,29.703242,2.009354,0,0,0,7.598179,0,0,0,50.97609,0,39.111177,0,0,0,0,0.335068,0,0,19.476053,0,5.996102,0,0,0,0,46.55229,0,4.572891,0.484003,0.365982,0,107.70434,4.458562,35.091178,0,29.210637,189.324345,1.8239,0.2751,12.715587,4.638213,4.506655,0,46.192978,0,0,10.038542,5.13053,4.882041,0,0,0,0.635033,2.258269,0.657071,7.617902,30.482395,7.401096,2.557558,0.940026,5.518297,0,4.960833,23.122835,197.276902,0,3.138408,0.971642,0,0,0,0,0,0.411302,0,0,0.127648,0.901854,1.959506,0,0,0
Male.flower.B.plebeja.rep2,0,4.602381,14.171438,0.330358,0,0.307666,0,3.489573,0,133.535063,0,0,16.144753,80.637064,6.372136,6.372136,0,2.90528,0,23.688176,1.576868,0,0,0,6.154598,0,0,0,63.559655,0,43.087811,0,0,0.76092,0,0.330358,0,0,15.655376,0,3.536993,0,0,0,0,69.251784,0,7.22491,1.114223,0.383392,0,117.538148,7.677703,27.303892,0,27.467055,227.386972,0,0,9.165986,6.675661,7.512574,0,41.854474,0,0,13.083941,4.832778,2.529066,0,0,0,0,2.325206,0.72119,3.95947,42.793457,1.888775,1.900704,0.91677,2.24736,0,2.122582,9.557843,225.123375,0,3.247106,0.802112,0,0,0,0,0,1.264957,0,0,0,0.700749,0.481147,0,0,0
Male.flower.B.plebeja.rep3,0,4.602373,14.171413,0.660773,0,0.307665,0,3.489563,0,133.534835,0,0,16.144724,80.636915,6.372122,6.372122,0,2.905274,0,23.688126,1.576865,0,0,0,6.144581,0,0,0,63.559549,0,43.087728,0,0,0.760844,0,0,0,0,15.65688,0,3.536982,0,0,0,0,69.251645,0,7.224894,1.114221,0.383391,0,117.537928,7.677696,27.30382,0,27.467009,227.386521,0,0,9.165972,6.675649,7.512561,0,41.854381,0,0,13.083918,4.829314,2.530305,0,0,0,0,2.3252,0.721188,3.959462,42.793368,1.888771,1.9007,0.916768,2.247356,0,2.122578,9.557825,225.122922,0,3.247102,0.80211,0,0,0,0,0,1.264954,0,0,0,0.700748,0.481146,0,0,0
Petiole.B.plebeja.rep1,0.684536,9.066219,12.630095,0,0,7.895186,0,6.147261,0,267.175406,0,0,6.536791,2.292352,0,0,0,0,0,26.893484,0.597314,0,0,0,5.120748,0,0,0,81.647221,0,21.508563,0,0.3193,0,0.259799,0,0,0,1.101255,1.288364,4.059856,0,0,0,0,39.872399,0,7.750784,9.705117,4.673352,0,11.424406,11.345482,4.276527,0,31.269389,69.415365,0.147237,0,5.340712,3.926952,8.222432,0,37.835819,0,0,4.304552,0,0,0,0.783263,0,0,2.139519,0.237671,2.69703,40.244555,3.35152,2.84673,0.66958,7.25862,0,0.552091,9.192164,22.662558,0,0,3.600186,0,0.337734,0,0,0,0.134193,0,0,19.10989,0.907194,0,0,0,0
Petiole.B.plebeja.rep2,0,3.970465,5.418005,0,0,0.197783,0,1.694701,0,552.243608,0,0,5.742095,1.574795,0,0,0,6.862179,0,16.487069,0.577348,0,0,0,6.17298,0,0,0,88.523348,0,27.580823,0,0,0,0,0,0,0,1.01989,0.225237,0.458585,0,0,0,0,109.568242,0,5.224377,10.298083,1.250466,0,98.10933,56.10843,25.686625,0,27.346212,125.955296,0.142813,0,2.290065,8.429769,6.424844,2.820519,39.254917,0.09588,0,9.232455,0,0,0.458585,0,0,0,0.59988,0.232066,2.243087,33.323002,0.989382,1.179123,0.590728,1.07887,0,0.659127,7.425719,18.324891,0,0.852264,0.521027,0,0,0,0,0,0.365977,0,0,2.431545,0.540131,0.650784,0,0.385989,0
Petiole.B.plebeja.rep3,0,0.168482,9.105211,0,0,0,0,0,0,153.360978,0,0,10.040091,20.797644,0.255599,0.255599,0,0.190551,0,25.479754,0.98508,0,0,0,5.396038,0,0,0,20.821744,0,60.938673,0,0,0,0,0,0,0,26.293042,0,4.057564,0,0,0,0,130.106546,3.302066,10.364942,0.261021,1.691812,0,0.175326,0,0,0,20.103371,266.517858,0,1.225905,35.287576,17.722586,3.449261,0,60.418482,0.245391,0,21.311118,22.99914,0,4.057564,1.024134,0,2.579778,5.336173,2.955865,1.440296,33.223251,7.236843,25.986152,2.509883,29.9068,0,0.672441,0.345948,65.239818,0,0,3.286068,0,0,0,0,0,1.142103,0,0,0,2.986656,24.468384,0,20.348098,0
Root.B.plebeja.rep1,75.397842,9.641619,7.948062,3.271087,0,8.317929,0,5.629647,0,232.189184,0,0,41.189867,19.163944,2.160485,2.160485,0,0.227275,0,20.63851,0.881972,0,0,0,5.314255,0,0,0,20.977871,0,33.616116,0,1.404041,3.616135,0,0,0,0,1.499407,1.74058,2.063713,0,0,0,0,124.618946,92.207809,11.471173,0.934709,0,0,2.509896,0,0,0,21.567456,270.059444,15.268013,14.85889,15.439345,15.131658,6.075174,0,49.836203,19.334239,0,29.042607,0,0,0,0,0,0,6.802445,2.816604,86.468203,48.467554,3.056165,0.892766,4.527508,9.176606,0,10.562155,2.00403,37.359287,0,0,7.895417,0,0.61253,0,0,0,0.637398,0,0,1.223381,4.929722,53.170169,0,51.258968,0
Root.B.plebeja.rep2,156.523831,20.63907,11.221741,3.767931,0,6.935989,0,7.49169,0,170.282407,0,0,20.944142,15.715347,1.400874,1.400874,0,2.621331,0,29.59371,0.847399,0,0,0,6.651962,0,0,0,23.689322,0,34.318338,0,0,2.614999,0,0,0,0,1.696612,1.837778,5.286422,0,0,0,0,133.693572,190.590553,11.198392,1.257346,1.481455,0,1.264312,0,0.969599,0,20.664098,262.654385,1.075303,1.597343,13.375447,13.864415,5.649968,4.673399,59.759942,21.447185,0,23.188485,0,0,0,0,0,2.353676,7.85365,3.250395,131.084172,69.971712,4.815653,0.529179,11.298533,14.003451,0,24.055493,4.642649,40.142964,0,2.906797,13.512735,0,3.282494,0,0,0,3.469907,0,0,1.058483,0,5.262903,0,7.230974,0
Root.B.plebeja.rep3,83.961724,10.501927,11.549235,1.587452,0,6.872382,0,4.12727,0,155.998206,0,0,92.812428,12.256495,0.930026,0.930026,0,0.656626,0,19.609945,1.97969,0,0,0,3.6106,0,0,0,22.971703,0,40.465699,0,0.522771,0.804461,0,2.2602,0,0,0,0.796188,5.871744,0,0,0,0,104.067096,138.959138,9.659447,0.14988,0.172975,0,1.208292,0,0,0,19.064408,293.591484,23.028651,29.357528,15.47106,9.978346,4.904874,11.906602,59.175999,49.597346,0,16.537226,0.600453,0,0,1.179092,0,4.948973,6.133263,4.415377,101.63141,60.877621,5.700328,1.320238,4.507929,10.650975,0,13.98538,4.187882,31.557056,0,1.224997,5.290705,0,0,0,0,0,1.001793,0,0,1.495659,7.632306,94.998578,0,106.685782,0
Veg.bud.B.plebeja.rep1,0,0.452037,5.352738,1.742125,0,1.12578,0,0.455419,0,188.867981,0,0,8.070597,4.023185,84.614401,84.614401,0,4.088528,0,28.711931,0.771826,0,0,0,7.394711,0,0,0,60.680289,0,37.625464,0,0,12.354092,0,1.742125,0,0,3.033689,4.600206,4.316485,0,0,0,0,106.834591,0,4.847384,0.350534,1.318157,0,52.475899,33.092369,9.671207,0,23.24017,152.576431,0.539321,0,23.326179,5.749723,12.63634,0,44.39589,0,0,4.381755,0,0,0,0,0,0,3.392271,0.527206,0.183883,41.085346,0.369478,0.667855,0,1.05361,0,0,5.259996,25.3111,0,1.863658,0.585172,0,0,0,0,0,0.431391,0,0,0.467157,1.658531,2.31123,0,0.409218,0
Veg.bud.B.plebeja.rep2,0,5.809288,6.109238,0.608383,0,2.351229,0,1.827028,0,203.279887,0,0,12.57401,6.977387,25.476804,25.476804,0,1.130921,0,26.835706,1.044522,0,0,0,5.690618,0,0,0,74.837607,0,31.645955,0,0,4.058211,0,0.608383,0,0,5.337628,6.151681,6.369963,0,0,0,0,94.615166,0,4.60137,0.110703,0.26713,0,55.550374,41.888698,8.676686,0,19.750866,145.381463,4.817884,2.342317,17.342084,5.156699,6.128669,0,60.230171,0.416319,0,5.373629,0,0,0,0,0,0,1.290885,0.250425,2.371838,35.840154,0.533653,0.635482,0.638129,2.642897,0,0.142853,5.416196,25.469204,0,0,0.555342,0,0.359359,0,0,0,0.149581,0,0,0.643945,0.584203,10.828659,4.620112,12.996486,0
Veg.bud.B.plebeja.rep3,0.427723,8.120585,9.441602,0.79456,0,7.083473,0,8.911507,0,198.454774,0,0,15.620295,6.319834,51.836293,51.836293,0,4.847708,0,26.382561,0.963936,0,0,0,5.177544,0,0,0,63.833458,0,25.900663,0,0.44949,5.444713,0,0.79456,0,0,4.469421,4.374695,4.694222,0,0,0,0,86.061922,0,4.346331,0.638541,0.560149,0,30.449796,31.276254,2.202314,0,19.431994,166.66176,1.205378,0.50169,17.761832,4.420373,7.232382,0,50.554816,0.120062,0,4.086126,0,0,0,0,0,0,0.372895,0,6.545549,56.456569,0.809072,0.76067,0.245575,4.575159,0,0.341456,4.739115,19.318398,0,1.040063,1.07731,0,0,0,0,0,0.403141,0,0,0.794835,0.805304,0.658649,0.547726,6.14892,0
