kew_id,taxon_name,taxon_name_binom,authors,GS_2C_pg,GS_1C_pg,GS_2C_Mbp,GS_1C_Mbp,from_BI_material,data_source,ID
778243-1,Salix myrsinifolia Salisb.,Salix myrsinifolia,Salisb.,2.05,1.02,2001.84,1000.92,n,Šmarda et al. 2019,2
312506-2,Salix pentandra L.,Salix pentandra,L.,1.55,0.77,1515.1,757.55,n,Šmarda et al. 2019,2
301321-2,Salix purpurea L.,Salix purpurea,L.,0.83,0.42,813.99,406.99,n,Šmarda et al. 2019,2
305835-2,Salix repens L.,Salix repens,L.,0.77,0.39,754.03,377.01,n,Šmarda et al. 2019,2
779152-1,Salix viminalis L.,Salix viminalis,L.,0.72,0.36,701.99,350.99,n,Šmarda et al. 2019,2
456289-1,Salvia glutinosa L.,Salvia glutinosa,L.,1.93,0.97,1891.19,945.6,n,Šmarda et al. 2019,2
456289-1,Salvia glutinosa L.,Salvia glutinosa,L.,1.94,0.97,1901.36,950.68,n,Šmarda et al. 2019,2
457007-1,Salvia pratensis L.,Salvia pratensis,L.,0.85,0.43,831.65,415.83,n,Šmarda et al. 2019,2
457502-1,Salvia verticillata L.,Salvia verticillata,L.,1.22,0.61,1190.46,595.23,n,Šmarda et al. 2019,2
149315-1,Sambucus ebulus L.,Sambucus ebulus,L.,21.72,10.86,21246.37,10623.18,n,Veselý et al. 2013,2
30122169-2,Sambucus nigra L.,Sambucus nigra,L.,23.21,11.6,22699.33,11349.67,n,Šmarda et al. 2019,2
30056767-2,Sambucus racemosa L.,Sambucus racemosa,L.,23.06,11.53,22552.69,11276.35,n,Šmarda et al. 2019,2
30021527-2,Samolus valerandi L.,Samolus valerandi,L.,1.05,0.53,1029.39,514.7,n,Šmarda et al. 2019,2
741402-1,Sanguisorba officinalis L.,Sanguisorba officinalis,L.,2.64,1.32,2578.78,1289.39,n,Šmarda et al. 2019,2
847832-1,Sanicula europaea L.,Sanicula europaea,L.,2.35,1.17,2295.1,1147.55,n,Šmarda et al. 2019,2
156627-1,Saponaria officinalis L.,Saponaria officinalis,L.,4.25,2.12,4152.27,2076.13,n,Šmarda et al. 2019,2
793749-1,Saxifraga granulata L.,Saxifraga granulata,L.,4.65,2.33,4552.04,2276.02,n,Šmarda et al. 2019,2
794228-1,Saxifraga paniculata Mill.,Saxifraga paniculata,Mill.,2.97,1.48,2899.99,1449.99,n,Šmarda et al. 2019,2
794228-1,Saxifraga paniculata Mill.,Saxifraga paniculata,Mill.,2.88,1.44,2811.92,1405.96,n,Šmarda et al. 2019,2
794228-1,Saxifraga paniculata Mill.,Saxifraga paniculata,Mill.,2.81,1.41,2751.19,1375.6,n,Šmarda et al. 2019,2
794664-1,Saxifraga tridactylites L.,Saxifraga tridactylites,L.,1.15,0.57,1121.42,560.71,n,Šmarda et al. 2019,2
319793-1,Scabiosa columbaria L.,Scabiosa columbaria,L.,1.92,0.96,1880.69,940.35,n,Šmarda et al. 2019,2
603500-1,Scheuchzeria palustris L.,Scheuchzeria palustris,L.,1.07,0.54,1050.32,525.16,n,Šmarda et al. 2014,2
1019162-1,Schoenoplectus lacustris (L.) Palla,Schoenoplectus lacustris,(L.) Palla,1.15,0.57,1122.67,561.34,n,Šmarda et al. 2019,2
1019167-1,Schoenoplectus pungens (Vahl) Palla,Schoenoplectus pungens,(Vahl) Palla,0.84,0.42,825.41,412.7,n,Šmarda et al. 2019,2
1019165-1,Schoenoplectus triqueter (L.) Palla,Schoenoplectus triqueter,(L.) Palla,1.17,0.58,1142.04,571.02,n,Šmarda et al. 2019,2
330939-2,Schoenus ferrugineus L.,Schoenus ferrugineus,L.,1.81,0.91,1771.89,885.95,n,Šmarda et al. 2019,2
312959-1,Schoenus nigricans L.,Schoenus nigricans,L.,1.65,0.83,1617.42,808.71,n,Šmarda et al. 2019,2
1214602-2,Scirpoides holoschoenus (L.) Soják,Scirpoides holoschoenus,(L.) Soják,0.47,0.24,461.87,230.94,n,Šmarda et al. 2019,2
314368-1,Scirpus sylvaticus L.,Scirpus sylvaticus,L.,0.65,0.32,630.91,315.45,n,Šmarda et al. 2019,2
300494-2,Scleranthus annuus L.,Scleranthus annuus,L.,3.43,1.72,3356.47,1678.23,n,Šmarda et al. 2019,2
302613-2,Scleranthus perennis L.,Scleranthus perennis,L.,1.68,0.84,1640.48,820.24,n,Šmarda et al. 2019,2
243208-1,Scorzonera hispanica L.,Scorzonera hispanica,L.,4.47,2.23,4369.09,2184.55,n,Šmarda et al. 2019,2
243218-1,Scorzonera humilis L.,Scorzonera humilis,L.,11.13,5.56,10883.11,5441.55,n,Šmarda et al. 2019,2
243480-1,Scorzoneroides autumnalis (L.) Moench,Scorzoneroides autumnalis,(L.) Moench,3.33,1.66,3254.73,1627.37,n,Šmarda et al. 2019,2
243480-1,Scorzoneroides autumnalis (L.) Moench,Scorzoneroides autumnalis,(L.) Moench,3.33,1.66,3256.51,1628.25,n,Šmarda et al. 2019,2
30088899-2,Scrophularia nodosa L.,Scrophularia nodosa,L.,1.38,0.69,1348.23,674.11,n,Šmarda et al. 2019,2
809598-1,Scrophularia vernalis L.,Scrophularia vernalis,L.,0.76,0.38,744.72,372.36,n,Šmarda et al. 2019,2
458280-1,Scutellaria galericulata L.,Scutellaria galericulata,L.,0.7,0.35,689.03,344.51,n,Šmarda et al. 2019,2
946592-1,Securigera varia (L.) Lassen,Securigera varia,(L.) Lassen,2.96,1.48,2893.27,1446.64,n,Šmarda et al. 2019,2
274996-1,Sedum acre L.,Sedum acre,L.,2.5,1.25,2445.95,1222.98,n,Šmarda et al. 2019,2
275022-1,Sedum album L.,Sedum album,L.,0.99,0.5,970.4,485.2,n,Šmarda et al. 2019,2
275520-1,Sedum hispanicum L.,Sedum hispanicum,L.,0.78,0.39,763.96,381.98,n,Šmarda et al. 2019,2
276056-1,Sedum sexangulare L.,Sedum sexangulare,L.,1.59,0.79,1553.37,776.69,n,Šmarda et al. 2019,2
284837-2,Sedum villosum L.,Sedum villosum,L.,0.75,0.37,729.17,364.59,n,Šmarda et al. 2019,2
848204-1,Selinum carvifolia (L.) L.,Selinum carvifolia,(L.) L.,5.82,2.91,5694.68,2847.34,n,Šmarda et al. 2019,2
244900-1,Senecio doria L.,Senecio doria,L.,12.6,6.3,12318.5,6159.25,n,Šmarda et al. 2019,2
247457-1,Senecio sarracenicus L.,Senecio sarracenicus,L.,12.23,6.12,11964.87,5982.44,n,Šmarda et al. 2019,2
247845-1,Senecio sylvaticus L.,Senecio sylvaticus,L.,3.94,1.97,3857.68,1928.84,n,Šmarda et al. 2019,2
248231-1,Senecio viscosus L.,Senecio viscosus,L.,4.19,2.09,4096.95,2048.47,n,Šmarda et al. 2019,2
248251-1,Senecio vulgaris L.,Senecio vulgaris,L.,2.94,1.47,2877.41,1438.71,n,Šmarda et al. 2019,2
248861-1,Serratula tinctoria L.,Serratula tinctoria,L.,2.98,1.49,2917.9,1458.95,n,Šmarda et al. 2019,2
1005554-2,Sesleria caerulea (L.) Ard.,Sesleria caerulea,(L.) Ard.,8.34,4.17,8160.15,4080.07,n,Šmarda et al. 2019,2
421857-1,Setaria verticillata (L.) P. Beauv.,Setaria verticillata,(L.) P.Beauv.,1.66,0.83,1624.89,812.45,n,Šmarda et al. 2019,2
1171009-2,Setaria viridis (L.) P. Beauv.,Setaria viridis,(L.) P.Beauv.,0.89,0.44,868.97,434.48,n,Šmarda et al. 2019,2
766342-1,Sherardia arvensis L.,Sherardia arvensis,L.,0.94,0.47,924.1,462.05,n,Šmarda et al. 2019,2
157130-1,Silene conica L.,Silene conica,L.,1.98,0.99,1935.8,967.9,n,Šmarda et al. 2019,2
157226-1,Silene dichotoma Ehrh.,Silene dichotoma,Ehrh.,2.67,1.33,2606.64,1303.32,n,Šmarda et al. 2019,2
157239-1,Silene dioica (L.) Clairv.,Silene dioica,(L.) Clairv.,5.03,2.51,4915.53,2457.76,n,Šmarda et al. 2019,2
304203-2,Silene noctiflora L.,Silene noctiflora,L.,5.06,2.53,4949.79,2474.89,n,Šmarda et al. 2019,2
157927-1,Silene nutans L.,Silene nutans,L.,4.41,2.2,4308.84,2154.42,n,Šmarda et al. 2019,2
288960-1,Sinapis arvensis L.,Sinapis arvensis,L.,0.95,0.47,926.42,463.21,n,Šmarda et al. 2019,2
289144-1,Sisymbrium altissimum L.,Sisymbrium altissimum,L.,0.5,0.25,484.76,242.38,n,Šmarda et al. 2019,2
237960-2,Sisymbrium loeselii L.,Sisymbrium loeselii,L.,0.5,0.25,485.75,242.88,n,Šmarda et al. 2019,2
289589-1,Sisymbrium officinale (L.) Scop.,Sisymbrium officinale,(L.) Scop.,0.59,0.3,578.73,289.37,n,Šmarda et al. 2019,2
289595-1,Sisymbrium orientale L.,Sisymbrium orientale,L.,0.64,0.32,630.43,315.22,n,Šmarda et al. 2019,2
289595-1,Sisymbrium orientale L.,Sisymbrium orientale,L.,0.65,0.33,637.07,318.54,n,Šmarda et al. 2019,2
324701-2,Sisymbrium strictissimum L.,Sisymbrium strictissimum,L.,1.31,0.65,1281.06,640.53,n,Šmarda et al. 2019,2
324701-2,Sisymbrium strictissimum L.,Sisymbrium strictissimum,L.,1.33,0.67,1305.08,652.54,n,Šmarda et al. 2019,2
441187-1,Sisyrinchium montanum Greene,Sisyrinchium montanum,Greene,5.74,2.87,5617.75,2808.87,n,Šmarda et al. 2014,2
849010-1,Sium latifolium L.,Sium latifolium,L.,4.85,2.43,4746.71,2373.35,n,Šmarda et al. 2019,2
849123-1,Smyrnium perfoliatum L.,Smyrnium perfoliatum,L.,5.21,2.61,5100.05,2550.02,n,Šmarda et al. 2019,2
285213-2,Solanum dulcamara L.,Solanum dulcamara,L.,1.95,0.97,1903.42,951.71,n,Šmarda et al. 2019,2
30048260-2,Solanum nigrum L.,Solanum nigrum,L.,6.44,3.22,6295.14,3147.57,n,Šmarda et al. 2019,2
821337-1,Solanum tuberosum L.,Solanum tuberosum,L.,3.22,1.61,3148.29,1574.14,n,Veselý et al. 2012,2
249454-1,Solidago canadensis L.,Solidago canadensis,L.,1.88,0.94,1838.86,919.43,n,Šmarda et al. 2019,2
249575-1,Solidago gigantea Aiton,Solidago gigantea,Aiton,3.42,1.71,3348.08,1674.04,n,Šmarda et al. 2019,2
249575-1,Solidago gigantea Aiton,Solidago gigantea,Aiton,3.45,1.73,3375.82,1687.91,n,Šmarda et al. 2019,2
250029-1,Sonchus arvensis L.,Sonchus arvensis,L.,5.54,2.77,5418.63,2709.32,n,Šmarda et al. 2019,2
1003017-2,Sonchus asper (L.) Hill,Sonchus asper,(L.) Hill,1.37,0.69,1342.23,671.12,n,Šmarda et al. 2019,2
1003017-2,Sonchus asper (L.) Hill,Sonchus asper,(L.) Hill,1.35,0.67,1316.37,658.18,n,Šmarda et al. 2019,2
250268-1,Sonchus oleraceus L.,Sonchus oleraceus,L.,2.75,1.38,2693.34,1346.67,n,Šmarda et al. 2019,2
250281-1,Sonchus palustris L.,Sonchus palustris,L.,3.35,1.68,3277.11,1638.55,n,Šmarda et al. 2019,2
741641-1,Sorbus aucuparia L.,Sorbus aucuparia,L.,1.24,0.62,1212.56,606.28,n,Šmarda et al. 2019,2
742021-1,Sorbus torminalis (L.) Crantz,Sorbus torminalis,(L.) Crantz,1.36,0.68,1325.99,663,n,Šmarda et al. 2019,2
422090-1,Sorghum bicolor (L.) Moench,Sorghum bicolor,(L.) Moench,1.55,0.78,1519.62,759.81,n,Šmarda et al. 2019,2
422139-1,Sorghum halepense (L.) Pers.,Sorghum halepense,(L.) Pers.,3.19,1.6,3122.23,1561.12,n,Šmarda et al. 2014,2
836755-1,Sparganium emersum Rehmann,Sparganium emersum,Rehmann,1.04,0.52,1020.94,510.47,n,Šmarda et al. 2019,2
836758-1,Sparganium erectum L.,Sparganium erectum,L.,0.9,0.45,879,439.5,n,Šmarda et al. 2014,2
836758-1,Sparganium erectum L.,Sparganium erectum,L.,0.85,0.43,831.94,415.97,n,Šmarda et al. 2014,2
836776-1,Sparganium natans L.,Sparganium natans,L.,0.98,0.49,960.72,480.36,n,Šmarda et al. 2019,2
158777-1,Spergula morisonii Boreau,Spergula morisonii,Boreau,0.73,0.36,712.11,356.06,n,Šmarda et al. 2019,2
241336-2,Spergularia marina (L.) Besser,Spergularia marina,(L.) Besser,1.07,0.54,1050.58,525.29,n,Šmarda et al. 2019,2
1019502-1,Spergularia media (L.) C. Presl,Spergularia media,(L.) C.Presl,0.57,0.28,553.03,276.51,n,Šmarda et al. 2019,2
1019502-1,Spergularia media (L.) C. Presl,Spergularia media,(L.) C.Presl,0.57,0.29,560.89,280.44,n,Šmarda et al. 2019,2
30200186-2,Spiraea salicifolia L.,Spiraea salicifolia,L.,0.95,0.48,933.07,466.53,n,Šmarda et al. 2019,2
658457-1,Spiranthes spiralis (L.) Chevall.,Spiranthes spiralis,(L.) Chevall.,11.02,5.51,10780.82,5390.41,n,Šmarda et al. 2019,2
526250-1,Spirodela polyrhiza (L.) Schleid.,Spirodela polyrhiza,(L.) Schleid.,0.35,0.17,337.47,168.74,n,Šmarda et al. 2019,2
459286-1,Stachys alpina L.,Stachys alpina,L.,1.56,0.78,1529.42,764.71,n,Šmarda et al. 2019,2
459300-1,Stachys annua (L.) L.,Stachys annua,(L.) L.,1.18,0.59,1155.56,577.78,n,Šmarda et al. 2019,2
459393-1,Stachys byzantina K. Koch,Stachys byzantina,K.Koch,1.31,0.66,1283.06,641.53,n,Šmarda et al. 2019,2
459557-1,Stachys germanica L.,Stachys germanica,L.,1.82,0.91,1777.88,888.94,n,Šmarda et al. 2019,2
459557-1,Stachys germanica L.,Stachys germanica,L.,1.71,0.86,1673.08,836.54,n,Šmarda et al. 2019,2
459820-1,Stachys palustris L.,Stachys palustris,L.,2.86,1.43,2793.85,1396.92,n,Šmarda et al. 2019,2
459901-1,Stachys recta L.,Stachys recta,L.,1.66,0.83,1620.71,810.35,n,Šmarda et al. 2019,2
460020-1,Stachys sylvatica L.,Stachys sylvatica,L.,2.26,1.13,2205.78,1102.89,n,Šmarda et al. 2019,2
785263-1,Staphylea pinnata L.,Staphylea pinnata,L.,7.65,3.82,7477.46,3738.73,n,Šmarda et al. 2019,2
30197752-2,Stellaria alsine Grimm,Stellaria alsine,Grimm,1.4,0.7,1370.79,685.4,n,Šmarda et al. 2019,2
310207-2,Stellaria graminea L.,Stellaria graminea,L.,3.42,1.71,3340.94,1670.47,n,Šmarda et al. 2019,2
307758-2,Stellaria holostea L.,Stellaria holostea,L.,2.14,1.07,2088.24,1044.12,n,Šmarda et al. 2019,2
307758-2,Stellaria holostea L.,Stellaria holostea,L.,2.11,1.06,2066.36,1033.18,n,Šmarda et al. 2019,2
159330-1,Stellaria media (L.) Vill.,Stellaria media,(L.) Vill.,1.91,0.95,1866.42,933.21,n,Šmarda et al. 2019,2
309327-2,Stellaria nemorum L.,Stellaria nemorum,L.,1.68,0.84,1644.08,822.04,n,Šmarda et al. 2019,2
983852-1,Stellaria pallida (Dumort.) Crép.,Stellaria pallida,(Dumort.) Crép.,0.87,0.43,849.52,424.76,n,Šmarda et al. 2019,2
329693-2,Stellaria palustris Ehrh. ex Hoffm.,Stellaria palustris,Ehrh. ex Hoffm.,6.44,3.22,6301.88,3150.94,n,Šmarda et al. 2019,2
431936-1,Stratiotes aloides L.,Stratiotes aloides,L.,9.3,4.65,9097.13,4548.56,n,Šmarda et al. 2019,2
431936-1,Stratiotes aloides L.,Stratiotes aloides,L.,9.13,4.57,8932.6,4466.3,n,Šmarda et al. 2019,2
320331-1,Succisa pratensis Moench,Succisa pratensis,Moench,4.86,2.43,4756.79,2378.39,n,Šmarda et al. 2019,2
120815-1,Symphytum officinale L.,Symphytum officinale,L.,3.89,1.95,3809.05,1904.52,n,Veselý et al. 2013,2
289009-2,Syringa vulgaris L.,Syringa vulgaris,L.,2.26,1.13,2213.93,1106.97,n,Šmarda et al. 2019,2
289009-2,Syringa vulgaris L.,Syringa vulgaris,L.,2.23,1.12,2185.8,1092.9,n,Šmarda et al. 2019,2
252568-1,Tanacetum vulgare L.,Tanacetum vulgare,L.,8.79,4.4,8598.13,4299.07,n,Šmarda et al. 2019,2
306036-2,Taxus baccata L.,Taxus baccata,L.,20.28,10.14,19831.83,9915.92,n,Šmarda et al. 2019,2
255226-1,Tephroseris integrifolia (L.) Holub,Tephroseris integrifolia,(L.) Holub,14.39,7.19,14070.66,7035.33,n,Šmarda et al. 2019,2
255226-1,Tephroseris integrifolia (L.) Holub,Tephroseris integrifolia,(L.) Holub,14.44,7.22,14121.16,7060.58,n,Šmarda et al. 2019,2
255226-1,Tephroseris integrifolia (L.) Holub,Tephroseris integrifolia,(L.) Holub,7,3.5,6848.86,3424.43,n,Šmarda et al. 2019,2
460274-1,Teucrium botrys L.,Teucrium botrys,L.,0.49,0.25,482.87,241.43,n,Šmarda et al. 2019,2
460310-1,Teucrium chamaedrys L.,Teucrium chamaedrys,L.,3.13,1.56,3059.28,1529.64,n,Šmarda et al. 2019,2
460713-1,Teucrium scordium L.,Teucrium scordium,L.,1.18,0.59,1154.5,577.25,n,Šmarda et al. 2019,2
302852-2,Thalictrum flavum L.,Thalictrum flavum,L.,2.1,1.05,2058.67,1029.33,n,Šmarda et al. 2019,2
17226930-1,Thelypteris palustris Schott,Thelypteris palustris,Schott,13.49,6.74,13192.87,6596.44,n,Šmarda et al. 2019,2
17226930-1,Thelypteris palustris Schott,Thelypteris palustris,Schott,13.9,6.95,13595.17,6797.59,n,Šmarda et al. 2019,2
290477-1,Thlaspi arvense L.,Thlaspi arvense,L.,0.97,0.48,947.56,473.78,n,Šmarda et al. 2019,2
461562-1,Thymus pulegioides L.,Thymus pulegioides,L.,1.24,0.62,1216.21,608.1,n,Šmarda et al. 2019,2
30066276-2,Thymus serpyllum L.,Thymus serpyllum,L.,1.03,0.51,1006.73,503.36,n,Šmarda et al. 2019,2
835277-1,Tilia cordata Mill.,Tilia cordata,Mill.,1.86,0.93,1814.26,907.13,n,Šmarda et al. 2019,2
332109-2,Tilia platyphyllos Scop.,Tilia platyphyllos,Scop.,1.83,0.91,1788.07,894.04,n,Šmarda et al. 2019,2
849502-1,Torilis arvensis (Huds.) Link,Torilis arvensis,(Huds.) Link,2.4,1.2,2347.16,1173.58,n,Šmarda et al. 2019,2
849533-1,Torilis japonica (Houtt.) DC.,Torilis japonica,(Houtt.) DC.,1.09,0.54,1064.61,532.31,n,Šmarda et al. 2019,2
256112-1,Tragopogon pratensis L.,Tragopogon pratensis,L.,4.46,2.23,4366.19,2183.09,n,Šmarda et al. 2019,2
315459-1,Trichophorum alpinum (L.) Pers.,Trichophorum alpinum,(L.) Pers.,0.92,0.46,903.68,451.84,n,Šmarda et al. 2019,2
315464-1,Trichophorum cespitosum (L.) Hartm.,Trichophorum cespitosum,(L.) Hartm.,0.62,0.31,610.7,305.35,n,Šmarda et al. 2019,2
522881-1,Trifolium arvense L.,Trifolium arvense,L.,0.74,0.37,722.46,361.23,n,Šmarda et al. 2019,2
522975-1,Trifolium campestre Schreb.,Trifolium campestre,Schreb.,0.76,0.38,738.94,369.47,n,Šmarda et al. 2019,2
523099-1,Trifolium dubium Sibth.,Trifolium dubium,Sibth.,1.39,0.69,1356.17,678.08,n,Šmarda et al. 2019,2
523154-1,Trifolium fragiferum L.,Trifolium fragiferum,L.,1.05,0.52,1022.34,511.17,n,Šmarda et al. 2019,2
30240399-2,Trifolium hybridum L.,Trifolium hybridum,L.,1.07,0.53,1042.26,521.13,n,Šmarda et al. 2019,2
30240399-2,Trifolium hybridum L.,Trifolium hybridum,L.,1.02,0.51,1001.73,500.86,n,Šmarda et al. 2019,2
523237-1,Trifolium incarnatum L.,Trifolium incarnatum,L.,1.14,0.57,1110.55,555.28,n,Šmarda et al. 2019,2
523361-1,Trifolium medium L.,Trifolium medium,L.,7.22,3.61,7064.44,3532.22,n,Šmarda et al. 2019,2
523465-1,Trifolium ochroleucon Huds.,Trifolium ochroleucon,Huds.,1.55,0.77,1511.57,755.78,n,Šmarda et al. 2019,2
523506-1,Trifolium pannonicum Jacq.,Trifolium pannonicum,Jacq.,11.17,5.58,10923.69,5461.84,n,Šmarda et al. 2019,2
523575-1,Trifolium pratense L.,Trifolium pratense,L.,0.83,0.42,816.46,408.23,n,Šmarda et al. 2019,2
523626-1,Trifolium repens L.,Trifolium repens,L.,2,1,1956.55,978.27,n,Šmarda et al. 2019,2
523751-1,Trifolium striatum L.,Trifolium striatum,L.,0.76,0.38,741.42,370.71,n,Šmarda et al. 2019,2
258178-2,Triglochin maritima L.,Triglochin maritima,L.,2.1,1.05,2058.26,1029.13,n,Šmarda et al. 2019,2
603552-1,Triglochin palustris L.,Triglochin palustris,L.,0.98,0.49,955.53,477.77,n,Šmarda et al. 2019,2
849859-1,Trinia glauca (L.) Dumort.,Trinia glauca,(L.) Dumort.,2.72,1.36,2661.85,1330.92,n,Šmarda et al. 2019,2
256500-1,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum,(L.) Sch.Bip.,8.24,4.12,8059.93,4029.96,n,Šmarda et al. 2019,2
256500-1,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum,(L.) Sch.Bip.,8.46,4.23,8272.63,4136.31,n,Šmarda et al. 2019,2
425194-1,Trisetum flavescens (L.) P. Beauv.,Trisetum flavescens,(L.) P.Beauv.,5.03,2.51,4916.69,2458.35,n,Šmarda et al. 2019,2
310974-2,Tropaeolum majus L.,Tropaeolum majus,L.,4.72,2.36,4614.71,2307.35,n,Veselý et al. 2013,2
290916-1,Turritis glabra L.,Turritis glabra,L.,0.77,0.38,749.13,374.56,n,Šmarda et al. 2019,2
256904-1,Tussilago farfara L.,Tussilago farfara,L.,3.23,1.62,3160.79,1580.39,n,Šmarda et al. 2019,2
259280-2,Typha angustifolia L.,Typha angustifolia,L.,0.47,0.24,460.32,230.16,n,Šmarda et al. 2019,2
836870-1,Typha latifolia L.,Typha latifolia,L.,0.46,0.23,447.13,223.56,n,Šmarda et al. 2014,2
302887-2,Ulmus glabra Huds.,Ulmus glabra,Huds.,3.67,1.83,3586.2,1793.1,n,Šmarda et al. 2019,2
856879-1,Ulmus laevis Pall.,Ulmus laevis,Pall.,2.76,1.38,2701.41,1350.71,n,Šmarda et al. 2019,2
856890-1,Ulmus minor Mill.,Ulmus minor,Mill.,3.4,1.7,3324.28,1662.14,n,Šmarda et al. 2019,2
260630-2,Urtica dioica L.,Urtica dioica,L.,2,1,1956.14,978.07,n,Šmarda et al. 2019,2
260630-2,Urtica dioica L.,Urtica dioica,L.,2.02,1.01,1973.12,986.56,n,Šmarda et al. 2019,2
260630-2,Urtica dioica L.,Urtica dioica,L.,1.95,0.97,1905.12,952.56,n,Šmarda et al. 2019,2
857987-1,Urtica urens L.,Urtica urens,L.,0.84,0.42,817.06,408.53,n,Šmarda et al. 2019,2
526603-1,Utricularia australis R. Br.,Utricularia australis,R.Br.,0.41,0.2,399.22,199.61,n,Veleba et al. 2014,2
262047-2,Utricularia intermedia Hayne,Utricularia intermedia,Hayne,0.41,0.21,405.5,202.75,n,Veleba et al. 2014,2
526922-1,Utricularia minor L.,Utricularia minor,L.,0.39,0.19,380.23,190.12,n,Veleba et al. 2014,2
934921-1,Utricularia stygia G. Thor,Utricularia stygia,G.Thor,0.64,0.32,630.81,315.4,n,Veleba et al. 2014,2
527199-1,Utricularia vulgaris L.,Utricularia vulgaris,L.,0.41,0.2,397.36,198.68,n,Veleba et al. 2014,2
159710-1,Vaccaria hispanica (Mill.) Rauschert,Vaccaria hispanica,(Mill.) Rauschert,2.54,1.27,2489,1244.5,n,Šmarda et al. 2019,2
30006039-2,Vaccinium myrtillus L.,Vaccinium myrtillus,L.,1.08,0.54,1052.66,526.33,n,Šmarda et al. 2019,2
261956-2,Vaccinium oxycoccos L.,Vaccinium oxycoccos,L.,4.78,2.39,4672.29,2336.15,n,Šmarda et al. 2019,2
30184367-2,Vaccinium uliginosum L.,Vaccinium uliginosum,L.,2.59,1.29,2533.02,1266.51,n,Šmarda et al. 2019,2
293975-2,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea,L.,1.99,1,1949.65,974.82,n,Šmarda et al. 2019,2
30028947-2,Valeriana dioica L.,Valeriana dioica,L.,2.71,1.36,2651.27,1325.63,n,Šmarda et al. 2019,2
860012-1,Valeriana officinalis L.,Valeriana officinalis,L.,2.63,1.31,2569.29,1284.65,n,Šmarda et al. 2019,2
860340-1,Valerianella carinata Loisel.,Valerianella carinata,Loisel.,0.37,0.18,357.46,178.73,n,Šmarda et al. 2019,2
860409-1,Valerianella locusta (L.) Laterr.,Valerianella locusta,(L.) Laterr.,0.36,0.18,348.56,174.28,n,Šmarda et al. 2019,2
810828-1,Verbascum blattaria L.,Verbascum blattaria,L.,0.7,0.35,687.95,343.98,n,Šmarda et al. 2019,2
770013-1,Verbascum nigrum L.,Verbascum nigrum,L.,0.74,0.37,718.86,359.43,n,Šmarda et al. 2019,2
770045-1,Verbascum phlomoides L.,Verbascum phlomoides,L.,0.71,0.36,695.69,347.84,n,Šmarda et al. 2019,2
770051-1,Verbascum phoeniceum L.,Verbascum phoeniceum,L.,0.8,0.4,783.11,391.56,n,Šmarda et al. 2019,2
770183-1,Verbascum thapsus L.,Verbascum thapsus,L.,0.74,0.37,721.81,360.91,n,Šmarda et al. 2019,2
330554-2,Verbena officinalis L.,Verbena officinalis,L.,0.6,0.3,583.17,291.59,n,Šmarda et al. 2019,2
326368-2,Veronica agrestis L.,Veronica agrestis,L.,1.33,0.66,1295.97,647.98,n,Šmarda et al. 2019,2
811610-1,Veronica anagallis-aquatica L.,Veronica anagallis-aquatica,L.,2.01,1.01,1967.52,983.76,n,Šmarda et al. 2019,2
811610-1,Veronica anagallis-aquatica L.,Veronica anagallis-aquatica,L.,2.2,1.1,2149.49,1074.74,n,Šmarda et al. 2019,2
811649-1,Veronica arvensis L.,Veronica arvensis,L.,0.76,0.38,747.03,373.52,n,Šmarda et al. 2019,2
811680-1,Veronica beccabunga L.,Veronica beccabunga,L.,1.36,0.68,1333.57,666.78,n,Šmarda et al. 2019,2
264716-2,Veronica catenata Pennell,Veronica catenata,Pennell,2.09,1.04,2042.4,1021.2,n,Šmarda et al. 2019,2
264716-2,Veronica catenata Pennell,Veronica catenata,Pennell,1.98,0.99,1936.93,968.47,n,Šmarda et al. 2019,2
811980-1,Veronica filiformis Sm.,Veronica filiformis,Sm.,0.62,0.31,606.41,303.21,n,Šmarda et al. 2019,2
812075-1,Veronica hederifolia L.,Veronica hederifolia,L.,3.76,1.88,3674.78,1837.39,n,Šmarda et al. 2019,2
812334-1,Veronica montana L.,Veronica montana,L.,1.2,0.6,1169.12,584.56,n,Šmarda et al. 2019,2
812402-1,Veronica officinalis L.,Veronica officinalis,L.,1.82,0.91,1783.2,891.6,n,Šmarda et al. 2019,2
30198355-2,Veronica persica Poir.,Veronica persica,Poir.,1.31,0.65,1279.42,639.71,n,Šmarda et al. 2019,2
30198355-2,Veronica persica Poir.,Veronica persica,Poir.,1.29,0.65,1263.19,631.59,n,Šmarda et al. 2019,2
812496-1,Veronica polita Fr.,Veronica polita,Fr.,0.67,0.34,658.74,329.37,n,Šmarda et al. 2019,2
812510-1,Veronica praecox All.,Veronica praecox,All.,0.94,0.47,916.26,458.13,n,Šmarda et al. 2019,2
812639-1,Veronica scutellata L.,Veronica scutellata,L.,1.59,0.79,1554.86,777.43,n,Šmarda et al. 2019,2
812650-1,Veronica serpyllifolia L.,Veronica serpyllifolia,L.,0.78,0.39,766.78,383.39,n,Šmarda et al. 2019,2
812745-1,Veronica teucrium L.,Veronica teucrium,L.,4.05,2.02,3956.61,1978.3,n,Šmarda et al. 2019,2
