speed
887.2
1199.6
1092.4
824.1
963.2
1297.7
686.0
985.7
1239.9
920.0
948.2
1035.8
1273.7
954.2
983.4
984.8
1380.9
1378.0
1200.6
1107.9
1160.6
1273.6
909.6
1226.4
861.9
954.3
1186.1
835.7
1029.0
920.7
1011.7
630.2
784.3
945.0
1189.1
1024.0
1050.4
1153.2
918.1
1092.5
929.2
790.8
991.4
1136.1
1100.8
1048.2
1408.9
1111.9
1196.8
1385.7
855.9
894.2
1311.6
930.3
1054.5
1210.4
1183.6
1313.2
1274.3
1210.4
934.1
1169.2
1097.1
851.1
1262.6
1171.1
1056.8
1015.0
870.3
1079.9
1120.3
925.3
1224.3
885.4
731.5
1206.0
989.5
1031.1
924.4
809.1
1238.3
946.7
1299.1
1171.1
1002.8
887.1
940.1
868.1
1363.1
1074.7
1222.5
859.9
1077.2
1226.7
999.7
1204.7
887.3
845.5
1106.9
993.1
1146.3
753.3
1156.8
1439.7
1046.3
1055.1
1076.9
770.7
1113.9
809.2
985.8
1236.4
939.7
1125.2
1201.9
1091.8
844.4
1000.1
1343.9
746.2
1008.6
967.2
1068.1
1162.2
1291.3
1009.5
1171.9
1125.0
1121.2
965.4
900.4
885.0
936.5
1098.3
1164.1
1098.5
967.7
1320.9
1277.8
996.9
926.5
1069.5
1240.1
1099.9
1133.5
1018.2
1118.4
1281.7
1014.0
1071.5
1088.1
1092.6
838.2
768.5
897.1
1075.2
1133.1
970.4
1256.6
1028.5
1053.0
1020.9
1070.1
1155.7
1149.8
915.2
1278.5
885.7
1061.9
1008.8
892.7
1038.7
938.9
1060.9
1110.5
1270.8
1096.1
958.3
991.3
1071.0
1064.0
1268.9
1259.3
996.2
967.7
666.4
967.7
903.3
996.8
1108.7
1076.6
1045.5
1079.9
1031.1
1079.6
565.3
1009.6
1033.4
998.8
1017.3
1155.5
960.3
1380.1
1153.2
1049.1
1019.0
1037.0
912.7
1035.7
1091.8
1136.9
1137.0
1008.8
837.6
949.6
1291.8
1184.4
1105.4
935.8
1050.5
861.6
967.2
1013.2
995.8
1193.5
837.2
920.2
843.8
864.4
1068.6
809.9
1163.1
1013.0
1060.3
1098.4
984.9
1204.9
1020.8
1139.1
1020.1
1093.6
1091.9
1087.5
903.9
1115.4
1002.2
1144.6
727.1
830.2
1104.5
1329.4
1175.3
947.6
796.2
1161.4
1037.9
1138.6
1067.3
1054.4
1493.8
1049.1
1026.1
1031.8
962.5
1198.5
996.9
1145.4
1092.7
1232.8
1113.0
868.0
851.0
1261.3
958.7
851.9
949.6
1239.7
837.0
920.0
950.0
862.3
872.4
822.3
980.8
996.8
947.6
801.9
1238.0
850.6
1091.7
888.8
1150.2
1193.4
918.4
761.4
1154.4
1331.4
1112.4
1074.1
1173.0
1164.8
925.7
951.1
1141.7
1028.4
1247.5
944.3
1162.6
1101.4
1031.0
1226.4
1152.0
899.3
1146.0
1256.2
1030.4
1012.7
949.6
1048.0
1152.9
927.3
848.0
993.6
843.0
1128.5
986.0
786.7
997.7
1021.1
1117.4
1028.2
1330.3
972.2
1040.6
1034.6
1007.6
1071.4
1131.2
1251.0
814.6
973.4
982.8
1190.7
996.5
765.7
1063.2
1044.9
1077.0
894.0
1307.9
1001.4
1021.8
915.0
910.3
866.6
991.0
906.4
1358.5
766.7
880.8
989.8
1151.0
987.9
1151.4
902.0
1058.9
1311.6
904.8
1112.9
1081.0
712.3
961.7
1219.7
1070.3
868.2
1153.6
978.1
1104.0
1106.5
882.2
1168.5
898.9
854.1
917.6
998.1
1066.4
934.1
1161.7
1087.7
945.8
1183.3
1224.2
1035.2
1017.8
783.9
988.9
1006.3
1086.8
1024.7
1086.6
1280.1
970.5
976.4
853.6
1048.7
1196.5
787.3
950.1
1055.4
1177.5
1107.4
1098.8
1016.4
