AccSpeciesName,APG IV level 1,APG IV level 2,APG IV level 3,APG IV level 4,APG IV level 5,Actual EvapoTranspiration,After-ripening requirement,Altitude,Altitude (maximum recorded),Altitude (minimum recorded),Altitude (typical minimum),Annual precipitation,Annual seed dispersal,Appendages on dispersal unit,Average annual relative humidity,Average number of ground frost days per year (sum) (FRS),British distribution (post 1949 records),Carnivory,Change Index,Chromosome cDNA content,Chromosome number,Chromosome ploidy,Cleistogamy,Clonality,Cloud cover,"Comments, notes, methods",Dataset (1),Dataset (2),Dichogamy,"Dicliny (monoeceous, dioecious, hermaphrodite)",Dispersal syndrome (agent),Dispersal unit (dispersule / diaspore) length,EW Index,Ecosystem rooting depth,Ellenberg indicator value: Light,Ellenberg indicator value: Moisture,Ellenberg indicator value: Salt tolerance,Ellenberg indicator value: nitrogen,Ellenberg indicator value: pH (reaction),End of flowering,Epoch,Exposure,Family,Fern  and moss spore width (diameter),Fertilization,Fine root diameter,First historical record: 1. date,First historical record: 2. site,Flow,Flower pollen ovule ratio,Flowering periode: peak month,Fossil record: 1. earliest record,Fossil record: 2. earliest postglacial record,Fraction of absorbed photosynthetic active radiation (FAPAR) of the site,GPP of the site,Genera growth form,Germination requirements 1. chilling,Germination requirements 2. light,Germination requirements 3. temperature fluctuation,Germination type,Habitat / plot description,Heteromorphy,Heterophylly,Identifier within contributed dataset (ID),Inbreeding,Incompatibility systems,Intensity of mycorrhizal infection,January mean temperature,July mean temperature,Latitude,Leaf Relative water content (water content / water content at saturation),Leaf Water content (molar) per leaf dry mass (WCd),Leaf Water content saturating (molar) (WCs),Leaf Water content total (molar) (WCt),Leaf area index of the site (LAI),Leaf area: in case of compound leaves undefined if leaf or leaflet; undefined if petiole and rhachis in- or excluded,Leaf carbon content per area,Leaf carbon content per dry mass,Leaf carbon/nitrogen (C/N) ratio,Leaf carotenoid content per dry mass,Leaf chlorophyll a content per dry mass,Leaf chlorophyll a+b content per area,Leaf chlorophyll a/b ratio,Leaf chlorophyll b content per dry mass,Leaf chlorophyll content (a+b) per dry mass,Leaf compoundness,Leaf dry matter content per leaf water-saturated mass (LDMC),Leaf lamina thickness,"Leaf lifespan (longevity, retention time, LL)",Leaf nitrogen content per area (Narea),Leaf nitrogen content per dry mass (Nmass),Leaf petiole length,Leaf phenology type,Leaf phosphorus content per area (Parea),Leaf phosphorus content per dry mass (Pmass),Leaf position,Leaf respiration per area at leaf temperature,Leaf respiration per dry mass,Leaf shape: 2. outline,Leaf shape: 3. pointed/round,Leaf shape: 4. length versus breadth,Leaf shape: 5. leaf base,Leaf shape: 6. leaf petiole type,Leaf thickness,Leaf tissue density,Leaf transpiration (molar) per dry mass,Leaf transpiration rate per dry mass (daytime),Leaf water content per leaf dry mass,"Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)",Leaf water content saturating,Leaf water content total,Leaf water saturation deficit,Length of growing season (LGP),Location / Site Name,Location Country,Longitude,Major Phylogenetic Group,Maximum Green Vegetation Fraction,Maximum depth of leaves in the canopy,Maximum temperature at which 50% seeds germinate,Maximum temperature of germination,Mean annual sum of potential evapotranspiration (PET),Mean annual temperature (MAT),Mean clear-sky surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud forcing surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean number of wet days per year,Mean sum of annual precipitation (PPT / MAP / TAP),Mid Point,Minimum temperature at which 50% seeds germinate,Minimum temperature germination,Mono/poly carpic,Mycorrhizal type,NDVI of the site,NPP of the site (2),Net primary productivity of the site (NPP),Normal method of propagation,Northern Limit in Britain,Northern Limit in Europe,Number of European countries in which native,Nutrition (autotroph versus heterotroph),"Onset of flowering (first flowering date, beginning of flowering period)",Order,Photoperiodism: threshold value (h),Photoperiodism: type,Photosynthesis per leaf area at leaf temperature (A_area),Photosynthesis per leaf dry mass (Amass),Physical defences on buds,Physical defences on flowers/fruits,Physical defences on leaves,Physical defences on stems,Plant age at first flowering (primary juvenil period),Plant growth form,Plant height (unspecified if vegetative or reproductive),Plant life form (Raunkiaer life form),Plant photosynthetic pathway,Plant relative growth rate (RGR),Pollen viability,Pollen: 1. mono/di-morphic,Pollen: 2. diameter (um),Pollination syndrome (pollen vector),Precipitation Seasonality (Coefficient of Variation),Precipitation of Coldest Quarter,Precipitation of Driest Month,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Wettest Month,Precipitation of Wettest Quarter,Priestley-Taylor alpha coefficient,Range: 1. european countries where native,Range: 2. european countries where introduced,Range: 3. continents where native,Range: 4. continents where introduced,Reference / source,Root architecture / root system / root habit,Root hair length,Root hairs,"Root persistence (livespan, longevity)",Root rooting depth ,SLA: undefined if petiole in- or excluded,SN Index,Salinity Tolerance,Seed / ovule ratio,Seed dry mass,Seed length (largest dimension length),Seed number per plant,Seed shedding season (time of seed dispersal),Seed viability,Seedbank density,Seedbank longevity,Seedbank type,Seeds per flower,Soil C content per ground area,Soil N content per ground area,Soil bulk density,Soil field capacity,Soil ph,Soil plant available water capacity of rooting zone (derived from remote sensing) 1,Soil plant available water capacity of rooting zone (derived from remote sensing) 2,Soil profile available water capacity,Soil thermal capacity,Soil water content (SWC),Soil wilting point,Solar radiation (kJ m-2 day-1),Southern Limit in Europe,Species conservation status,Species continentality,Species eastern limit,Species nutrient requirements (in soil),Species nutrient requirements (in water),Species occurance dynamics (increasing / decreasing),Species origin,"Species pH requirement ( soil, extreme minimum)","Species pH requirement ( soil, typical minimum)","Species pH requirement (soil, extreme maximum)","Species pH requirement (soil, typical maximum)","Species pH requirement (water, extreme maximum)","Species pH requirement (water, extreme minimum)","Species pH requirement (water, typical maximum)","Species pH requirement (water, typical minimum)",Species rarity status,Species soil moisture requirements (drainage),Species soil moisture requirements (supply),Species soil moisture requirements (water table),Species status (nativity at growth location),Species synonyms (alternative name),Spread (plant height versus plant width relationshp)),Stem longevity,Stem self-supporting,Stomata density,Stomata density on lower surface,Stomata density on upper surface,Stomata distribution (surfaces present),Subclass,Temperature sum of growing degree days (GDD),Temperature: Annual Range,Temperature: Isothermality (BIO2/BIO7) (* 100),Temperature: Max Temperature of Warmest Month,Temperature: Mean Diurnal Range (Mean of monthly (max temp - min temp)),Temperature: Mean Temperature of Coldest Quarter,Temperature: Mean Temperature of Driest Quarter,Temperature: Mean Temperature of Warmest Quarter,Temperature: Mean Temperature of Wettest Quarter,Temperature: Min Temperature of Coldest Month,Temperature: Seasonality (standard deviation *100),Terrestrial chlorophyll index of the site,Time (season) of germination (seedling emergence),Tolerance (resistance) to heavy metals,Tolerance to drought,Tolerance to frost (non-woody tissue),Tolerance to frost (seedlings),Tolerance to grazing,Tolerance to shade,Typical abundance where naturally occurring,Vegetation type / Biome,Vegetative regeneration / reproduction (clonal spread),Vegetative reproduction: pattern forming,Water vapor pressure (kPa),Wetness/Humidity/Aridity of area where samples were taken,Wind speed (m s-1),Woodiness
Euphrasia officinalis subsp. anglica,nan,nan,nan,nan,nan,,nan,,nan,nan,,1081.0,nan,nan,,,,does not kill insects,,,22,,nan,Little or no vegetative spread,,nan,nan,nan,weakly protogynous,hermaphrodite,nan,nan,5.38,,7.0,,,3.0,,9.0,nan,nan,nan,,cross or automatic self,nan,,nan,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,4.09999990463257,15.3000001907349,,,,,,,0.1-1,,,,,,,,,,simple,,nan,nan,,nan,0.0,nan,,nan,nan,,,toothed,rounded,length = width,truncate,subsessile,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,nan,,,,seed,No,nan,2.0,hemi-parasitic,nan,nan,,nan,,,nan,nan,glandular hairs,stiff hairs,nan,nan,5,therophyte,C3,nan,high,nan,,nan,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,1.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,Not continental,Oceanic,infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Present,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,nan,Temperate,nan,no ramets,,,,non-woody
Euphrasia ostenfeldii,nan,nan,nan,nan,nan,,nan,,nan,nan,,1694.0,nan,nan,,,,does not kill insects,,,44,,nan,Little or no vegetative spread,,nan,nan,nan,nan,hermaphrodite,nan,nan,5.89,,,4.0,,2.0,5.0,9.0,nan,nan,nan,,nan,nan,,nan,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2.79999995231628,12.1999998092651,,,,,,,0.1-1,,,,,,,,,,simple,,nan,nan,,nan,0.0,nan,,nan,nan,,,toothed,rounded,length = width,truncate,subsessile,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,nan,,,,seed,No,60-65,3.0,hemi-parasitic,7,nan,,nan,,,nan,nan,nan,stiff hairs,nan,nan,15,therophyte,C3,nan,nan,nan,,nan,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,5.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,50-55,nan,Not continental,Oceanic,infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Rare,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,nan,Boreo-Arctic Montane,nan,no ramets,,,,non-woody
Euphrasia pseudokemeri,nan,nan,nan,nan,nan,,nan,,nan,nan,,753.0,nan,nan,,,,does not kill insects,,,44,,nan,Little or no vegetative spread,,nan,nan,nan,weakly protogynous,hermaphrodite,nan,nan,3.59,,,4.0,,3.0,8.0,9.0,nan,nan,nan,,cross or automatic self,nan,,nan,nan,,,nan,nan,,,nan,absolute,nan,nan,nan,nan,nan,nan,,nan,nan,nan,3.70000004768372,16.1000003814697,,,,,,,0.1-1,,,,,,,,,,simple,,nan,nan,,nan,0.0,nan,,nan,nan,,,toothed,rounded,length = width,truncate,subsessile,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,nan,,,,seed,No,nan,2.0,hemi-parasitic,7,nan,,nan,,,nan,nan,glabrous,stiff hairs,nan,nan,20,therophyte,C3,nan,nan,nan,,nan,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,1.26,nan,nan,nan,nan,nan,nan,nan,27,nan,"seedbank present, type uncertain",nan,,,,,,,,,,,,,nan,nan,Not continental,Oceanic,very infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Scarce,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,nan,Temperate,nan,no ramets,,,,non-woody
Euphrasia rivularis,nan,nan,nan,nan,nan,,nan,,nan,nan,,2450.0,nan,nan,,,,does not kill insects,,,22,,nan,Little or no vegetative spread,,nan,nan,nan,nan,hermaphrodite,nan,nan,5.02,,,,,3.0,,7.0,nan,nan,nan,,nan,nan,,nan,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2.29999995231628,13.1999998092651,,,,,,,0.1-1,,,,,,,,,,simple,,nan,nan,,nan,0.0,nan,,nan,nan,,,toothed,rounded,length = width,truncate,subsessile,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,nan,,,,seed,No,nan,1.0,hemi-parasitic,5,nan,,nan,,,nan,nan,glandular hairs,stiff hairs,nan,nan,10,therophyte,C3,nan,nan,nan,,nan,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,3.77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,Not continental,Oceanic,infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Rare,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,nan,Boreal montane,nan,no ramets,,,,non-woody
Euphrasia rotundifolia,nan,nan,nan,nan,nan,,nan,,nan,nan,,1004.0,nan,nan,,,,does not kill insects,,,nan,,nan,Little or no vegetative spread,,nan,nan,nan,nan,hermaphrodite,nan,nan,3.8,,8.0,4.0,,2.0,,,nan,nan,nan,,nan,nan,,nan,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,3.5,12.3999996185303,,,,,,,0.1-1,,,,,,,,,,simple,,nan,nan,,nan,0.0,nan,,nan,nan,,,toothed,rounded,length = width,truncate,subsessile,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,nan,,,,seed,No,nan,1.0,hemi-parasitic,7,nan,,nan,,,nan,nan,stiff hairs,nan,nan,nan,10,therophyte,C3,nan,nan,nan,,nan,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,8.83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,nan,Endangered,Not continental,Oceanic,infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Rare,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,nan,Boreal montane,nan,no ramets,,,,non-woody
Euphrasia salisburgensis,nan,nan,nan,nan,nan,,nan,,nan,nan,,1134.0,nan,nan,,,,does not kill insects,,,44,,nan,Little or no vegetative spread,,nan,nan,nan,protogynous,hermaphrodite,nan,nan,,,,5.0,,4.0,,8.0,nan,nan,nan,,cross or automatic self,nan,,nan,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,4.59999990463257,14.6999998092651,,,,,,,0.1-1,,,,,,,,,,simple,,nan,nan,,nan,0.0,nan,,nan,nan,,,toothed,rounded,length = width,truncate,subsessile,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,nan,,,,seed,nan,>65,21.0,hemi-parasitic,7,nan,,nan,,,nan,nan,nan,stiff hairs,nan,nan,12,therophyte,C3,nan,nan,nan,,insect,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,No,nan,Not continental,European,infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,o,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,nan,Boreo-Arctic Montane,nan,no ramets,,,,non-woody
Euphrasia scottica,nan,nan,nan,nan,nan,,nan,,915,nan,,1575.0,nan,nan,,,,does not kill insects,,,44,,nan,Little or no vegetative spread,,nan,nan,nan,nan,hermaphrodite,nan,nan,5.25,,,,,2.0,5.0,,nan,nan,nan,,nan,nan,,nan,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,2.5,12.8000001907349,,,,,,,0.1-1,,,,,,,,,,simple,,nan,nan,,nan,0.0,nan,,nan,nan,,,toothed,rounded,length = width,truncate,subsessile,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,nan,,,,seed,No,>65,8.0,hemi-parasitic,7,nan,,nan,,,nan,nan,glabrous,stiff hairs,nan,nan,25,therophyte,C3,nan,nan,nan,,nan,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,7.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,50-55,nan,Not continental,European,infertile,nan,nan,Neophyt in British Islands,3.62,,6.94,,6.95,3.81,,,Present,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,nan,Boreal montane,nan,no ramets,,,,non-woody
Euphrasia tetraquetra,nan,nan,nan,nan,nan,,nan,,nan,nan,,1105.0,nan,nan,,,,does not kill insects,,,44,,nan,Little or no vegetative spread,,nan,nan,nan,nan,hermaphrodite,nan,nan,7.45,,,,,,6.0,8.0,nan,nan,nan,,nan,nan,,nan,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,4.69999980926514,14.8999996185303,,,,,,,0.1-1,,,,,,,,,,simple,,nan,nan,,nan,0.5,nan,,nan,nan,,,toothed,rounded,length = width,truncate,subsessile,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,nan,,,,seed,Yes,55-60,3.0,hemi-parasitic,5,nan,,nan,,,nan,nan,nan,stiff hairs,nan,nan,20,therophyte,C3,nan,nan,nan,,nan,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,3.86,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,No,nan,Not continental,Oceanic,infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Present,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,nan,Temperate,nan,no ramets,,,,non-woody
Euthamia graminifolia,Eudicots,Core Eudicots,Superasterids,Asterids,Campanulids,727.0,nan,216.0,nan,nan,,,nan,nan,73.0,222.4,,nan,,2.582,18,2.5,nan,nan,76.4,nan,TRY db 133,Siefert A. Herbaceous Leaf Traits Database Old Field New York,nan,nan,nan,nan,,1.0,,,,,,,nan,nan,Asteraceae,,nan,nan,,nan,nan,,,nan,nan,0.48012501001,1240.9,HS,nan,nan,nan,nan,temperate oak savanna,nan,nan,56293.5,nan,nan,nan,,,43.05173,,282.88405797,,,1.6747221947,nan,,47.06825,29.066195999999998,,,,,,,nan,345.0,nan,nan,,1.6407,,nan,,nan,nan,,,nan,nan,nan,nan,nan,,,,,1.8985507246,65.5,,,,9.0,"Green Lakes State Park, Fayetteville, New York",USA,-75.9949,Angiosperms,97.0,nan,,,920.0,8.2416666398,190.25982666,-68.305999756,121.95716858,149.6,1047.0,,,,nan,nan,0.59185284376,621.5,608.1,nan,nan,nan,,nan,nan,Asterales,,nan,,304.85,nan,nan,nan,nan,nan,H,nan,nan,nan,nan,nan,nan,,nan,15.2062745,217.0,60.0,204.0,284.0,109.0,294.0,78.0,nan,nan,nan,nan,unpub.,nan,nan,nan,nan,nan,152.85000000000002,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.9272203445,1032.9699707,1.5832799673,378.00900269,5.3410000801,142.6000061,142.6000061,225.76199341,1.2606400251,85.0,152.2480011,12521.0,nan,nan,nan,nan,nan,nan,nan,Archeophyt in British Islands,nan,,nan,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Magnoliidae,1916.0,37.099999428,27.74774791,25.299999237,10.266666462,-4.1666666071,-3.2333332102,19.966666698,19.150000095,-11.699999809,979.31446274,1.7980973721,nan,nan,nan,nan,nan,nan,nan,nan,4,nan,nan,0.91499999911,1.1154,3.8250000278,nan
Fagopyrum esculentum,nan,nan,nan,nan,nan,,nan,,nan,nan,,,nan,nan,,,,nan,,,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,nan,nan,nan,,nan,nan,,nan,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,,,,,,,,,nan,,,,,,,,,,nan,,nan,nan,,nan,,nan,,nan,nan,,,nan,nan,nan,nan,nan,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,Absent,,,,nan,nan,nan,,nan,nan,nan,,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.8,nan,,,,,,,,,nan,nan,nan,nan,"Bucher.E., Kofle, V., Vorwohl, G., and Zeiger, E. 2004 Das  Pollenbild der Studtiroler Honiger ...",nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,Archeophyt in British Islands,nan,,nan,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan
Fagus sylvatica,Eudicots,Core Eudicots,Superrosids,Rosids,Fabids,544.0,nan,158.0,411,0,,1061.0,mast,nan,77.0,196.5,,does not kill insects,-0.62,1.1857142857,24,2.0,nan,Little or no vegetative spread,80.7,Shade Experiment,TRY db 217,Verheyen K. Canopy Traits for Temperate Tree Species Under High N-Deposition,protogynous,monoecious,carried by mammals,nan,4.51,0.60000002384,3.0,,,,,,Early Cretaceous,nan,Fagaceae,,nan,nan,1548.0,"Morpeth, Northumberland",nan,,,nan,nan,0.59215277433,1484.5,T,absolute,partial,nan,epigeal,nan,nan,nan,79316.0,nan,"present, mechanism unknown",normally mycorrhizal,3.5,14.6999998092651,50.783333333,,219.678391595,,,2.1437499523,10-100,,47.364360465,19.6526577775,,,,,,,simple,429.37385632,nan,nan,,2.39,5.0,aestival,,0.136,nan,,6.075,entire,pointed,1-3 times as long as wide,rounded,petiolate,0.141,481.559961,,,1.3289733706,57.062614368,,,,9.0,Mont Ventoux,UK,2.75,Angiosperms,97.0,nan,,,619.0,9.8624999846,176.00183105,-63.510250092,109.33875275,170.9,1131.0,122.75,,,polycarpic,ecto,0.70354294777,741.90002441,808.8,seed,nan,60-65,24.0,autotrophic,4,Fagales,,nan,,146.28,nan,prickles,soft hairs,nan,>20 yrs,T,2400,Mega- meso- and micro- phanerophyte,C3,nan,nan,nan,43.55,wind,25.458698848,345.0,53.0,213.0,220.0,129.0,382.0,87.0,nan,nan,Europe,nan,Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under hig ...,tap root,nan,nan,nan,shallow,149.46358063,3.54,nan,nan,22.5,15.0,nan,autumn,nan,nan,nan,transient,1-10,12.332500458,1675.6800537,1.4290200472,400.24301147,6.0250000954,214.80000305,217.30000305,239.4750061,1.1449199915,89.0,162.93600464,10326.083333,No,nan,Not continental,European,fertile,nan,increasing,Neophyt in British Islands,nan,,nan,,,,,,Present,free-draining,nan,nan,native,nan,height > width,100-500,self-supporting,372.49027794,236,nan,lower,Magnoliidae,1490.0,23.099999905,35.438908364,18.700000763,7.4666666053,3.0666666726,10.699999968,15.01666673,6.333333234,-2.2999999523,571.41702808,2.0778458118,spring,nan,nan,nan,sensitive,nan,none,dominant,4,nan,nan,0.95583334068,1.7988,4.233333389,woody
Falcaria vulgaris,Eudicots,Core Eudicots,Superasterids,Asterids,Campanulids,567.0,nan,223.0,nan,nan,,,nan,nan,77.0,163.5,,nan,,,nan,,nan,nan,80.3,nan,"LEDA Traitbase; Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology  ...",http://www.uni-oldenburg.de/en/landeco/research/projects/LEDA/Data%20Files/,nan,nan,nan,nan,,0.69999998808,,,,,,,nan,nan,Apiaceae,,nan,nan,,nan,nan,,,nan,nan,0.46401387453,1047.5,nan,nan,nan,nan,nan,nan,nan,nan,11026.5,nan,nan,nan,,,48.101228961,,648.71580292,,,1.3672221899,nan,,,,,,,,,,nan,186.845,nan,nan,,nan,,nan,,nan,nan,,,nan,nan,nan,nan,nan,,,,,4.353797335,81.3155,,,,10.0,nan,GERMANY,7.5917407364,Angiosperms,92.0,nan,,,826.0,10.67083327,164.66400146,-59.360248566,105.30699921,171.6,1008.0,,,,nan,nan,0.59208202362,741.79998779,684.0,nan,nan,nan,,nan,nan,Apiales,,nan,,,nan,nan,nan,nan,nan,H,nan,nan,nan,nan,nan,nan,,nan,12.460696309,271.0,66.0,220.0,250.0,104.0,285.0,68.0,nan,nan,nan,nan,Kleyer et al 2008,nan,nan,nan,nan,nan,119.6,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.658499718,1382.4100342,1.4716000557,412.02801514,6.367000103,112.30000305,114.90000153,245.80999756,1.1762800217,72.0,166.21800232,11429.416667,nan,nan,nan,nan,nan,nan,nan,Archeophyt in British Islands,nan,,nan,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Magnoliidae,1964.0,26.299999952,31.970848509,23.0,8.4083331426,2.7833334208,6.6666667064,18.883333206,6.4999999205,-3.2999999523,652.20763664,2.03820467,nan,nan,nan,nan,nan,nan,nan,nan,4,nan,nan,1.0191666683,0.8099,2.725000004,nan
Fallopia baldschuanica,nan,nan,nan,nan,nan,,nan,,nan,nan,,,nan,nan,,,,nan,,,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,nan,nan,nan,,nan,nan,,nan,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,,,,,,,,,nan,,,,,,,,,,nan,,nan,nan,,nan,,nan,,nan,nan,,,nan,nan,nan,nan,nan,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,nan,,,,nan,nan,nan,,nan,nan,nan,,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,Archeophyt in British Islands,nan,,nan,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan
