AccSpeciesName,APG IV level 1,APG IV level 2,APG IV level 3,APG IV level 4,APG IV level 5,Actual EvapoTranspiration,After-ripening requirement,Altitude,Altitude (maximum recorded),Altitude (minimum recorded),Altitude (typical minimum),Annual precipitation,Annual seed dispersal,Appendages on dispersal unit,Average annual relative humidity,Average number of ground frost days per year (sum) (FRS),British distribution (post 1949 records),Carnivory,Change Index,Chromosome cDNA content,Chromosome number,Chromosome ploidy,Cleistogamy,Clonality,Cloud cover,"Comments, notes, methods",Dataset (1),Dataset (2),Dichogamy,"Dicliny (monoeceous, dioecious, hermaphrodite)",Dispersal syndrome (agent),Dispersal unit (dispersule / diaspore) length,EW Index,Ecosystem rooting depth,Ellenberg indicator value: Light,Ellenberg indicator value: Moisture,Ellenberg indicator value: Salt tolerance,Ellenberg indicator value: nitrogen,Ellenberg indicator value: pH (reaction),End of flowering,Epoch,Exposure,Family,Fern  and moss spore width (diameter),Fertilization,Fine root diameter,First historical record: 1. date,First historical record: 2. site,Flow,Flower pollen ovule ratio,Flowering periode: peak month,Fossil record: 1. earliest record,Fossil record: 2. earliest postglacial record,Fraction of absorbed photosynthetic active radiation (FAPAR) of the site,GPP of the site,Genera growth form,Germination requirements 1. chilling,Germination requirements 2. light,Germination requirements 3. temperature fluctuation,Germination type,Habitat / plot description,Heteromorphy,Heterophylly,Identifier within contributed dataset (ID),Inbreeding,Incompatibility systems,Intensity of mycorrhizal infection,January mean temperature,July mean temperature,Latitude,Leaf Relative water content (water content / water content at saturation),Leaf Water content (molar) per leaf dry mass (WCd),Leaf Water content saturating (molar) (WCs),Leaf Water content total (molar) (WCt),Leaf area index of the site (LAI),Leaf area: in case of compound leaves undefined if leaf or leaflet; undefined if petiole and rhachis in- or excluded,Leaf carbon content per area,Leaf carbon content per dry mass,Leaf carbon/nitrogen (C/N) ratio,Leaf carotenoid content per dry mass,Leaf chlorophyll a content per dry mass,Leaf chlorophyll a+b content per area,Leaf chlorophyll a/b ratio,Leaf chlorophyll b content per dry mass,Leaf chlorophyll content (a+b) per dry mass,Leaf compoundness,Leaf dry matter content per leaf water-saturated mass (LDMC),Leaf lamina thickness,"Leaf lifespan (longevity, retention time, LL)",Leaf nitrogen content per area (Narea),Leaf nitrogen content per dry mass (Nmass),Leaf petiole length,Leaf phenology type,Leaf phosphorus content per area (Parea),Leaf phosphorus content per dry mass (Pmass),Leaf position,Leaf respiration per area at leaf temperature,Leaf respiration per dry mass,Leaf shape: 2. outline,Leaf shape: 3. pointed/round,Leaf shape: 4. length versus breadth,Leaf shape: 5. leaf base,Leaf shape: 6. leaf petiole type,Leaf thickness,Leaf tissue density,Leaf transpiration (molar) per dry mass,Leaf transpiration rate per dry mass (daytime),Leaf water content per leaf dry mass,"Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)",Leaf water content saturating,Leaf water content total,Leaf water saturation deficit,Length of growing season (LGP),Location / Site Name,Location Country,Longitude,Major Phylogenetic Group,Maximum Green Vegetation Fraction,Maximum depth of leaves in the canopy,Maximum temperature at which 50% seeds germinate,Maximum temperature of germination,Mean annual sum of potential evapotranspiration (PET),Mean annual temperature (MAT),Mean clear-sky surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud forcing surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean number of wet days per year,Mean sum of annual precipitation (PPT / MAP / TAP),Mid Point,Minimum temperature at which 50% seeds germinate,Minimum temperature germination,Mono/poly carpic,Mycorrhizal type,NDVI of the site,NPP of the site (2),Net primary productivity of the site (NPP),Normal method of propagation,Northern Limit in Britain,Northern Limit in Europe,Number of European countries in which native,Nutrition (autotroph versus heterotroph),"Onset of flowering (first flowering date, beginning of flowering period)",Order,Photoperiodism: threshold value (h),Photoperiodism: type,Photosynthesis per leaf area at leaf temperature (A_area),Photosynthesis per leaf dry mass (Amass),Physical defences on buds,Physical defences on flowers/fruits,Physical defences on leaves,Physical defences on stems,Plant age at first flowering (primary juvenil period),Plant growth form,Plant height (unspecified if vegetative or reproductive),Plant life form (Raunkiaer life form),Plant photosynthetic pathway,Plant relative growth rate (RGR),Pollen viability,Pollen: 1. mono/di-morphic,Pollen: 2. diameter (um),Pollination syndrome (pollen vector),Precipitation Seasonality (Coefficient of Variation),Precipitation of Coldest Quarter,Precipitation of Driest Month,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Wettest Month,Precipitation of Wettest Quarter,Priestley-Taylor alpha coefficient,Range: 1. european countries where native,Range: 2. european countries where introduced,Range: 3. continents where native,Range: 4. continents where introduced,Reference / source,Root architecture / root system / root habit,Root hair length,Root hairs,"Root persistence (livespan, longevity)",Root rooting depth ,SLA: undefined if petiole in- or excluded,SN Index,Salinity Tolerance,Seed / ovule ratio,Seed dry mass,Seed length (largest dimension length),Seed number per plant,Seed shedding season (time of seed dispersal),Seed viability,Seedbank density,Seedbank longevity,Seedbank type,Seeds per flower,Soil C content per ground area,Soil N content per ground area,Soil bulk density,Soil field capacity,Soil ph,Soil plant available water capacity of rooting zone (derived from remote sensing) 1,Soil plant available water capacity of rooting zone (derived from remote sensing) 2,Soil profile available water capacity,Soil thermal capacity,Soil water content (SWC),Soil wilting point,Solar radiation (kJ m-2 day-1),Southern Limit in Europe,Species conservation status,Species continentality,Species eastern limit,Species nutrient requirements (in soil),Species nutrient requirements (in water),Species occurance dynamics (increasing / decreasing),Species origin,"Species pH requirement ( soil, extreme minimum)","Species pH requirement ( soil, typical minimum)","Species pH requirement (soil, extreme maximum)","Species pH requirement (soil, typical maximum)","Species pH requirement (water, extreme maximum)","Species pH requirement (water, extreme minimum)","Species pH requirement (water, typical maximum)","Species pH requirement (water, typical minimum)",Species rarity status,Species soil moisture requirements (drainage),Species soil moisture requirements (supply),Species soil moisture requirements (water table),Species status (nativity at growth location),Species synonyms (alternative name),Spread (plant height versus plant width relationshp)),Stem longevity,Stem self-supporting,Stomata density,Stomata density on lower surface,Stomata density on upper surface,Stomata distribution (surfaces present),Subclass,Temperature sum of growing degree days (GDD),Temperature: Annual Range,Temperature: Isothermality (BIO2/BIO7) (* 100),Temperature: Max Temperature of Warmest Month,Temperature: Mean Diurnal Range (Mean of monthly (max temp - min temp)),Temperature: Mean Temperature of Coldest Quarter,Temperature: Mean Temperature of Driest Quarter,Temperature: Mean Temperature of Warmest Quarter,Temperature: Mean Temperature of Wettest Quarter,Temperature: Min Temperature of Coldest Month,Temperature: Seasonality (standard deviation *100),Terrestrial chlorophyll index of the site,Time (season) of germination (seedling emergence),Tolerance (resistance) to heavy metals,Tolerance to drought,Tolerance to frost (non-woody tissue),Tolerance to frost (seedlings),Tolerance to grazing,Tolerance to shade,Typical abundance where naturally occurring,Vegetation type / Biome,Vegetative regeneration / reproduction (clonal spread),Vegetative reproduction: pattern forming,Water vapor pressure (kPa),Wetness/Humidity/Aridity of area where samples were taken,Wind speed (m s-1),Woodiness
Carex rariflora,nan,nan,nan,nan,nan,,nan,,1072,731,,1541.0,nan,nan,,,,does not kill insects,0.28,,c. 52,,nan,Rhizome shortly creeping,,nan,nan,nan,nan,monoecious,nan,3.0,2.02,,8.0,9.0,,2.0,3.0,,nan,nan,nan,,nan,nan,1813.0,"Clova Mountains, Scotland",nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,rarely mycorrhizal,-1.20000004768372,10.6000003814697,,,,,,,1-10,,,,,,,,,,simple,,nan,nan,,nan,0.0,nan,,nan,nan,,,entire,pointed,>3 times as long as wide,parallel-sided,sheathing,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,arbuscular,,,,nan,No,>65,6.0,autotrophic,nan,nan,,nan,,,nan,nan,glabrous,nan,nan,nan,200,Hemicryptophyte,C3,nan,nan,nan,,wind,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,7.96,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,Yes,nan,Not continental,Circumpolar,very infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Rare,nan,nan,nan,native,nan,height = width,nan,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,scattered,Arctic Montane,rhizomes,nan,,,,non-woody
Carex recta,nan,nan,nan,nan,nan,,nan,,nan,nan,,936.0,nan,nan,,,,does not kill insects,,,73,,nan,Rhizome far creeping,,nan,nan,nan,nan,monoecious,nan,2.8,0.8,,8.0,9.0,3.0,5.0,,,nan,nan,nan,,nan,nan,1885.0,Caithness,nan,,,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,rarely mycorrhizal,3.09999990463257,13.1000003814697,,,,,,,10-100,,,,,,,,,,simple,,nan,nan,,nan,0.0,nan,,nan,nan,,,serrulate,pointed,>3 times as long as wide,parallel-sided,sheathing,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,arbuscular,,,,nan,No,nan,1.0,autotrophic,7,nan,,nan,,,nan,nan,glabrous,nan,nan,nan,100,Perennial hydrophyte,C3,nan,nan,nan,,wind,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,9.18,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,nan,Vulnerable,Not continental,Oceanic,infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Rare,nan,nan,nan,native,nan,height = width,nan,self-supporting,,nan,nan,nan,nan,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,none,frequent,Boreal montane,rhizomes,nan,,,,non-woody
Carex remota,nan,nan,nan,nan,nan,,nan,,320,0,,1063.0,nan,nan,,,,does not kill insects,0.04,,62,,nan,Tussock forming graminoid,,nan,nan,nan,protogynous,monoecious,water,3.0,4.93,,4.0,8.0,,,,,nan,nan,nan,,normally cross,100-150,1655.0,nan,nan,,,nan,nan,,,nan,absolute,nan,nan,nan,nan,nan,none,,nan,nan,rarely mycorrhizal,3.70000004768372,14.8000001907349,,,,,,,1-10,,,,,,,,,,simple,,nan,nan,,nan,,evergreen,,nan,nan,,,entire,pointed,>3 times as long as wide,parallel-sided,sheathing,,,,,,,,,,,nan,nan,,nan,,nan,,,,,,,,,,,,,nan,arbuscular,,,,seed,nan,60-65,29.0,autotrophic,6,nan,,nan,,,nan,nan,glabrous,nan,nan,nan,100,hemicryptophyte,C3,nan,nan,nan,,wind,,,,,,,,,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,,3.03,nan,nan,0.45,2.0,nan,nan,nan,1262,nan,long-term persistent,nan,,,,,,,,,,,,,No,nan,Not continental,European,infertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Present,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,lower,nan,,,,,,,,,,,,,spring,nan,nan,nan,nan,nan,mid,frequent,Temperate,rhizomes,patch-forming,,,,non-woody
Carex riparia,Monocots,nan,nan,nan,Commelinids,509.0,nan,5.0,nan,0,,814.0,nan,nan,84.0,158.2,,does not kill insects,0.18,0.83477272727,52.514285714,2.5714285714,nan,Rhizome far creeping,82.9,nan,Onoda et al 2017,Onoda_Grass_Netherland,protogynous,monoecious,nan,6.5,4.16,,,9.0,,7.0,,6.0,Oligocene,nan,Cyperaceae,,normally cross,nan,1640.0,nan,nil,,,nan,nan,0.52695834637,,H,nan,nan,nan,nan,nan,nan,nan,132864.0,nan,nan,rarely mycorrhizal,3.90000009536743,15.6999998092651,52.13,,,,,1.6297222376,10-100,,,,,,,,,,simple,,nan,nan,,nan,,nan,,nan,nan,,,entire,pointed,>3 times as long as wide,parallel-sided,sheathing,,,,,,,,,,10.0,Nieuwkoop,Netherlands,4.475,Angiosperms,98.0,nan,,,621.0,9.8708331982,164.49790955,-66.410919189,98.089332581,208.9,838.0,28.45,,,nan,arbuscular,0.65148043633,,,nan,nan,60-65,28.0,autotrophic,5,Poales,,nan,,,nan,nan,glabrous,nan,nan,H,160,hemicryptophyte,C3,nan,nan,nan,45.6,wind,23.243178788,199.0,47.0,160.0,205.0,94.0,274.0,81.0,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,163.39869281,2.01,nan,nan,2.6,2.8,nan,nan,nan,33,nan,"seedbank present, type uncertain",nan,12.838299751,1377.7700195,1.3513599634,444.22698975,,,,288.9630127,1.0864800215,88.0,155.26300049,9876.1666667,No,nan,Not continental,Euro-Siberian,infertile,eutrophic,nan,Neophyt in British Islands,5.26,,6.88,,6.7,6.21,,,Present,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,both,Magnoliidae,1681.0,20.900000393,31.937797453,20.100000381,6.6749997934,3.5999999444,8.7166664203,16.433333079,10.733333349,-0.80000001192,531.08147012,2.0995588303,spring,nan,nan,nan,nan,nan,none,dominant,Temperate,rhizomes,patch-forming,1.0550000022,1.2608,5.2333332698,non-woody
Carex rostrata,Monocots,nan,nan,nan,Commelinids,292.0,nan,513.0,914,nan,,1193.0,nan,nan,73.0,316.0,,does not kill insects,-0.19,0.83477272727,52.514285714,2.5714285714,nan,Rhizome far creeping,81.2,nan,TRY db 001,Cornelissen J. Abisko & Sheffield Database,protogynous,monoecious,nan,5.3,4.71,0.40000000596,8.0,10.0,,2.0,4.0,7.0,Oligocene,nan,Cyperaceae,,normally cross,nan,1670.0,"Middleton, Warwickshire",nil,,,nan,nan,0.60425001383,549.3,H,nan,nan,nan,nan,nan,nan,nan,14819.0,nan,nan,rarely mycorrhizal,3.29999995231628,14.0,68.33,,,,,2.1951389313,10-100,,50.835440363,21.052704966,,,,,,,simple,,nan,nan,,2.414675,0.0,nan,,0.03,nan,,,entire,pointed,>3 times as long as wide,parallel-sided,sheathing,0.4295,160.56537576,,,,,,,,4.0,Abisko mire,Sweden,18.85,Angiosperms,91.0,nan,,,365.0,-0.37500006085,97.292999268,-41.144332886,56.15083313,224.1,376.0,28.45,,,nan,arbuscular,0.16253775358,154.5,380.9,nan,nan,>65,25.0,autotrophic,6,Poales,,nan,,,nan,nan,glabrous,nan,nan,H,100,Perennial hydrophyte,C3,nan,nan,nan,,wind,41.521977659,73.0,15.0,55.0,146.0,62.0,146.0,80.0,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,145.00565248,4.9,nan,nan,nan,1.8,nan,nan,nan,727,nan,"seedbank present, type uncertain",nan,9.486000061,1241.4599609,1.4809000492,395.31799316,6.1849999428,11.0,93.599998474,293.36499023,1.1839599609,91.0,101.95200348,7807.25,No,nan,Not continental,Circumpolar,infertile,oligotrophic,increasing,Neophyt in British Islands,2.2,4.5,7.36,6.18,8.26,3.05,6.14,4.44,Present,nan,nan,permanently high,native,nan,height = width,1-2,self-supporting,,nan,nan,nan,Magnoliidae,208.0,29.399999619,22.222222208,14.699999809,6.5333332444,-9.6166666746,-2.3499999891,9.8999999364,9.8999999364,-14.699999809,797.00718659,0.68625283241,spring,nan,nan,nan,nan,nan,none,dominant,11,rhizomes,diffuse ramets,0.49666666488,1.1452,2.625,non-woody
Carex rupestris,Monocots,nan,nan,nan,Commelinids,503.0,nan,3345.0,900,0,600.0,1699.0,nan,nan,38.0,322.3,29.0,does not kill insects,0.27,0.83477272727,52.514285714,2.5714285714,nan,Rhizome shortly creeping,63.5,nan,"LEDA Traitbase; Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology  ...",http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1106,nan,monoecious,nan,nan,1.78,1.1000000238,8.0,4.0,,2.0,,7.0,Oligocene,nan,Cyperaceae,,nan,nan,1836.0,Aberdeenshire,nan,,,nan,nan,0.40665972232500003,494.2,H,nan,nan,nan,nan,nan,nan,nan,11595.0,nan,nan,rarely mycorrhizal,0.699999988079071,11.5,40.1,,258.38209159,,,1.04868054391,0.1-1,,42.978,21.494373593,,,,,,,simple,365.75,nan,nan,,1.49,,nan,,nan,nan,,,entire,pointed,>3 times as long as wide,parallel-sided,sheathing,,,,,1.7341079973,63.425,,,,3.0,Niwot Ridge LTER,USA,-105.58,Angiosperms,87.0,nan,,,585.0,0.12083332737,191.95683289,-45.467834473,146.49050903,72.5,704.0,28.45,,,nan,arbuscular,0.50992578268,360.0,275.6,nan,nan,>65,17.0,autotrophic,6,Poales,,nan,,,nan,nan,glabrous,nan,nan,H,20,hemicryptophyte,C3,nan,nan,nan,,wind,21.32373102,152.0,39.0,129.0,174.0,82.0,233.0,85.0,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,111.711898455,8.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,transient,nan,11.664199829,858.59802246,1.4893599749,396.12799072,6.0830001831,87.900001526,83.0,226.73300171,1.187680006,82.0,169.39500427,15344.0,No,nan,Not continental,Circumpolar,nan,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Scarce,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,Magnoliidae,630.0,28.199999809,35.401891813,14.5,9.9833334237,-7.7166667382,0.66666668653,9.4333333174,-2.3833334446,-13.699999809,716.44151416,1.8269337416,nan,nan,nan,nan,nan,nan,none,scattered,5,rhizomes,nan,0.33249999831,1.3965,5.1000000238,non-woody
Carex saxatilis,Monocots,nan,nan,nan,Commelinids,373.0,nan,818.0,1125,609,600.0,2262.0,nan,nan,79.0,296.6,41.0,does not kill insects,-0.35,0.83477272727,52.514285714,2.5714285714,nan,Rhizome far creeping,79.9,nan,TRY db 045,Garnier E. The VISTA Plant Trait Database,nan,monoecious,nan,3.3,5.0,0.40000000596,,9.0,,3.0,,,Oligocene,nan,Cyperaceae,,nan,nan,1797.0,Scottish Highlands,nan,,,nan,nan,,482.4,H,nan,nan,nan,nan,nan,nan,nan,14937.0,nan,nan,rarely mycorrhizal,0.300000011920929,11.3000001907349,62.783333333,,296.43002633000003,,,,1-10,,54.318276565,18.744498569,,,,,,,simple,334.53,nan,nan,,2.897825,0.0,nan,,nan,nan,,,entire,pointed,>3 times as long as wide,parallel-sided,sheathing,0.446,138.42885538,,,1.9894632639,66.547,,,,5.0,Båttjønndalen/Berghøgda,Norway,11.049334041,Angiosperms,95.0,nan,,,423.0,0.42499990885,113.66200256,-46.513332367,67.151329041,234.4,723.5,28.45,,,nan,arbuscular,0.21438932419,362.20001221,257.6,nan,No,>65,8.0,autotrophic,7,Poales,,nan,,,nan,nan,glabrous,nan,nan,H,10,hemicryptophyte,C3,nan,nan,nan,,wind,29.871090514000002,154.0,36.0,118.0,244.0,92.0,247.0,87.5,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,103.80000000000001,7.97,nan,nan,nan,2.0,nan,nan,nan,nan,nan,transient,nan,20.61289978,1561.0100098,1.1853400469,422.7130127,5.3280000687,11.0,113.0,272.74798584,0.96038001776,93.0,149.96400452,8446.0,Yes,nan,Not continental,Circumpolar,nan,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Scarce,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,Magnoliidae,460.0,27.0,27.283950674,13.599999904499999,7.3666666821,-7.8666667144,-5.0000000646,9.833333234000001,8.8083332181,-13.300000191,729.68963889,0.6581032276150001,nan,nan,nan,nan,nan,neutral,none,scattered,11,rhizomes,nan,0.54916667442,1.5265499999999999,3.24583334725,non-woody
Carex spicata,Monocots,nan,nan,nan,Commelinids,407.0,absolute,6.0,310,nan,,823.0,regular,nan,84.0,235.8,,does not kill insects,,0.83477272727,58,2.5714285714,cleistogamy not recorded,Tussock forming graminoid,72.7,nan,TRY db 045,Garnier E. The VISTA Plant Trait Database,nan,monoecious,unspecialised,5.0,3.94,,7.0,,,4.0,,6.0,Oligocene,nan,Cyperaceae,,normally cross,nan,,nan,nan,,,nan,nan,,1214.9,H,nan,nan,nan,nan,nan,nan,nan,21919.0,nan,nan,rarely mycorrhizal,3.59999990463257,15.6999998092651,58.833333333,,,,,,1-10,,,,,,,,,,simple,,nan,nan,,nan,0.0,evergreen,,nan,nan,,,entire,pointed,>3 times as long as wide,parallel-sided,sheathing,,,,,,,,,,,South East Baltic Sea,Sweden,17.4,Angiosperms,92.0,nan,,,572.0,6.3958332688,134.29875183,-47.978748322,86.321914673,154.4,568.0,28.45,,,nan,arbuscular,0.42969271541,547.79998779,668.3,seed,nan,60-65,24.0,autotrophic,5,Poales,,nan,,,nan,nan,nan,nan,nan,H,100,hemicryptophyte,C3,nan,nan,nan,,wind,27.650395541,120.0,28.0,94.0,171.0,66.0,185.0,71.0,nan,nan,Europe,North America,"David RW, Kelcey JG 1985 Journal of Ecology 73 1021-1039 ",nan,nan,nan,nan,>100,152.0,2.12,nan,nan,2.5,2.2,1000-10000,summer,nan,nan,nan,transient,nan,,,,,5.7930002213,,,,,80.0,,9912.0833333,No,nan,Not continental,European,nan,nan,nan,Neophyt in British Islands,5.3,,7.5,,,,,,Present,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,150,upper,Magnoliidae,1322.0,26.300000191,27.534853661,19.0,7.2416665653,-1.6666667064,0.70000006755,15.516666412,14.649999619,-7.3000001907,700.47858488,1.8603079319,spring,nan,resists,resistant,nan,nan,none,scattered,Temperate,rhizomes,patch-forming,0.84166665624,0.9178,4.625,non-woody
Carex strigosa,Monocots,nan,nan,nan,Commelinids,668.0,nan,385.0,nan,nan,,841.0,nan,nan,77.0,216.2,,does not kill insects,0.6,0.83477272727,52.514285714,2.5714285714,nan,Tussock forming graminoid,80.4,nan,"LEDA Traitbase; Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology  ...",http://www.uni-oldenburg.de/en/landeco/research/projects/LEDA/Data%20Files/,protogynous,monoecious,nan,3.5,4.38,0.80000001192,3.0,8.0,,,7.0,6.0,Oligocene,nan,Cyperaceae,,normally cross,nan,1696.0,Essex,nan,,,nan,nan,0.62179166079,1527.7,H,nan,nan,nan,nan,nan,nan,none,10808.0,nan,nan,rarely mycorrhizal,3.79999995231628,15.6999998092651,47.576377571,,810.06282183,,,2.4447221756,10-100,,,,,,,,,,simple,155.36,nan,nan,,nan,0.0,nan,,nan,nan,,,entire,pointed,>3 times as long as wide,parallel-sided,sheathing,,,,,5.4366632338,84.464,,,,10.0,nan,GERMANY,7.7627190618,Angiosperms,99.0,nan,,,791.0,9.4333332901,164.66400146,-59.360248566,105.30699921,179.3,1089.0,28.45,,,nan,arbuscular,0.70468747616,698.09997559,885.0,nan,nan,55-60,18.0,autotrophic,5,Poales,,nan,,,nan,nan,glabrous,nan,nan,H,70,hemicryptophyte,C3,nan,nan,nan,,wind,11.318417177,264.0,72.0,236.0,300.0,108.0,309.0,84.0,nan,nan,Europe,nan,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",nan,nan,nan,nan,nan,471.8,1.47,nan,nan,nan,1.5,nan,nan,nan,27,nan,"seedbank present, type uncertain",nan,10.156399727,1130.0699463,1.5501400232,389.89300537,5.8520002365,58.700000763,58.700000763,237.01600647,1.2355799675,85.0,152.87800598,11608.916667,No,nan,Not continental,Suboceanic,fertile,nan,nan,Neophyt in British Islands,nan,,nan,,,,,,Present,nan,nan,nan,native,nan,height = width,<1,self-supporting,,nan,nan,nan,Magnoliidae,1569.0,25.800000191,31.589146711,21.600000381,8.1499999116,1.649999996,2.9000000656,17.566666444,15.98333319,-4.1999998093,646.90989789,2.0890240669,spring,nan,nan,nan,nan,nan,mid,scattered,Temperate,rhizomes,nan,0.97166667382,1.1251,2.4083333214,non-woody
Carex sylvatica,Monocots,nan,nan,nan,Commelinids,663.5,nan,908.0,640,nan,,1050.0,nan,nan,74.5,197.1,,does not kill insects,0.05,0.83477272727,52.514285714,2.5714285714,nan,Tussock forming graminoid,66.9,nan,TRY db 161,Campetella G. Leaf Traits in Central Apennines Beech Forests,protogynous,monoecious,unspecialised,4.5,4.8,1.0,4.0,,,,6.0,7.0,Oligocene,nan,Cyperaceae,,normally cross,100-150,1640.0,Cambridgeshire,nan,,,nan,nan,0.53380554914,1641.65,H,nan,nan,nan,nan,nan,nan,none,70663.0,nan,nan,occasionally mycorrhizal,3.59999990463257,14.8000001907349,42.545,,302.67150479,,,1.8304166794,10-100,,45.058046666500005,29.499017843,,,,,,,simple,329.889426255,nan,nan,,1.5487983333,0.0,evergreen,,nan,nan,,,entire,pointed,>3 times as long as wide,parallel-sided,sheathing,,,,,2.03135238115,67.0110573745,,,,9.0,nan,Italy,13.17,Angiosperms,96.0,nan,,,900.5,10.414583298,200.99983215,-49.205581665,151.7958374,132.7,826.0,28.45,,,nan,arbuscular,0.64441537857,684.0,861.75,seed,nan,60-65,25.0,autotrophic,5,Poales,,nan,,,nan,nan,glabrous,nan,nan,H,70,hemicryptophyte,C3,nan,nan,nan,,wind,26.195982065499997,144.0,39.0,135.5,224.0,98.5,268.0,73.0,nan,nan,Europe,North America,Campetella et al 2011,nan,nan,nan,nan,nan,201.815354,3.01,nan,nan,nan,2.5,nan,nan,nan,22,nan,long-term persistent,nan,13.772299767,1869.6899414,1.325979948,400.24301147,6.5399999619,352.0,355.70001221,240.87399292,1.0671999454,84.5,159.36999512,14331.75,No,nan,Not continental,Eurasian,nan,nan,nan,Neophyt in British Islands,3.4,4.9,8.2,6.8,,,,,Present,nan,nan,nan,native,nan,height = width,<1,self-supporting,,132,nan,lower,Magnoliidae,1465.0,26.699999808999998,33.5902113685,23.4499998095,8.97083323635,2.6916667695000003,3.4250000554,18.749999840999998,11.383333325,-3.25,659.60637651,1.9681172967,spring,nan,nan,nan,nan,nan,mid,frequent,12,rhizomes,patch-forming,0.9166666666650001,0.95095,2.2416666647000003,non-woody
